"기간","자치구","총전입","여성전입","남성전입","총전출","여성전출","남성전출"
2015.06,"노원구",6066,2967,3099,6945,3425,3520
2015.06,"도봉구",4474,2170,2304,4729,2349,2380
2015.06,"동대문구",4633,2352,2281,5391,2784,2607
2015.06,"동작구",5547,2756,2791,6475,3296,3179
2015.06,"마포구",6113,2940,3173,6045,2971,3074
2015.06,"서대문구",3722,1838,1884,4453,2180,2273
2015.06,"서초구",6453,3089,3364,6804,3286,3518
2015.06,"성동구",4875,2403,2472,4177,2089,2088
2015.06,"성북구",6132,3054,3078,6884,3419,3465
2015.06,"송파구",8556,4196,4360,9319,4616,4703
2015.06,"양천구",5419,2668,2751,6012,2941,3071
2015.06,"영등포구",4852,2465,2387,5597,2838,2759
2015.06,"용산구",3189,1592,1597,3599,1799,1800
2015.06,"은평구",7049,3503,3546,7303,3649,3654
2015.06,"종로구",1961,955,1006,2386,1202,1184
2015.06,"중구",1638,839,799,2058,1061,997
2015.06,"중랑구",6073,2960,3113,6690,3347,3343
2015.07,"강남구",10167,4944,5223,9233,4428,4805
2015.07,"강동구",5866,2893,2973,7859,3887,3972
2015.07,"강북구",4107,2101,2006,4498,2263,2235
2015.07,"강서구",7809,3893,3916,7651,3814,3837
2015.07,"관악구",7730,3993,3737,8545,4441,4104
2015.07,"광진구",4916,2442,2474,5338,2701,2637
2015.07,"구로구",4524,2249,2275,5227,2652,2575
2015.07,"금천구",2750,1432,1318,3004,1589,1415
2015.07,"노원구",5994,2922,3072,6576,3253,3323
2015.07,"도봉구",4235,2133,2102,4511,2267,2244
2015.07,"동대문구",4461,2360,2101,5124,2670,2454
2015.07,"동작구",5283,2593,2690,6389,3165,3224
2015.07,"마포구",5485,2636,2849,5706,2796,2910
2015.07,"서대문구",3675,1836,1839,4101,1982,2119
2015.07,"서초구",6875,3302,3573,6748,3273,3475
2015.07,"성동구",3757,1903,1854,3839,1957,1882
2015.07,"성북구",5539,2742,2797,6414,3192,3222
2015.07,"송파구",7980,3941,4039,9004,4482,4522
2015.07,"양천구",5774,2920,2854,6075,3055,3020
2015.07,"영등포구",4820,2479,2341,5416,2804,2612
2015.07,"용산구",3077,1525,1552,3464,1742,1722
2015.07,"은평구",6284,3050,3234,6548,3203,3345
2015.07,"종로구",1995,996,999,2304,1201,1103
2015.07,"중구",1610,831,779,1945,1008,937
2015.07,"중랑구",5320,2611,2709,6237,3152,3085
2015.08,"강남구",8812,4314,4498,9026,4376,4650
2015.08,"강동구",5726,2865,2861,7115,3552,3563
2015.08,"강북구",3964,1962,2002,4476,2256,2220
2015.08,"강서구",7445,3739,3706,7305,3598,3707
2015.08,"관악구",7618,4037,3581,8238,4312,3926
2015.08,"광진구",4652,2296,2356,5229,2590,2639
2015.08,"구로구",4487,2184,2303,5276,2638,2638
2015.08,"금천구",2798,1441,1357,3144,1628,1516
2015.08,"노원구",6029,2971,3058,7008,3491,3517
2015.08,"도봉구",4081,2019,2062,4550,2236,2314
2015.08,"동대문구",4734,2467,2267,5221,2677,2544
2015.08,"동작구",5471,2738,2733,6884,3449,3435
2015.08,"마포구",5335,2505,2830,5733,2768,2965
2015.08,"서대문구",3630,1792,1838,4202,2090,2112
2015.08,"서초구",6763,3244,3519,6612,3220,3392
2015.08,"성동구",3859,1941,1918,4036,2024,2012
2015.08,"성북구",5322,2553,2769,6186,3106,3080
2015.08,"송파구",8145,4023,4122,8995,4432,4563
2015.08,"양천구",5736,2821,2915,5970,2980,2990
2015.08,"영등포구",4556,2366,2190,5256,2683,2573
2015.08,"용산구",3075,1526,1549,3552,1725,1827
2015.08,"은평구",7761,3746,4015,7423,3651,3772
2015.08,"종로구",2058,1063,995,2231,1132,1099
2015.08,"중구",1546,791,755,1786,941,845
2015.08,"중랑구",5114,2614,2500,6174,3136,3038
2015.09,"강남구",7123,3529,3594,8080,3969,4111
2015.09,"강동구",5206,2548,2658,6090,3016,3074
2015.09,"강북구",3606,1793,1813,4012,1979,2033
2015.09,"강서구",7282,3561,3721,7365,3607,3758
2015.09,"관악구",6880,3541,3339,7402,3846,3556
2015.09,"광진구",4094,2046,2048,4627,2287,2340
2015.09,"구로구",4034,2012,2022,4810,2463,2347
2015.09,"금천구",2418,1273,1145,2843,1491,1352
2015.09,"노원구",5234,2567,2667,6115,3071,3044
2015.09,"도봉구",3706,1817,1889,4006,1959,2047
2015.09,"동대문구",3911,1999,1912,4403,2317,2086
2015.09,"동작구",4834,2405,2429,6170,3086,3084
2015.09,"마포구",4728,2236,2492,4995,2367,2628
2015.09,"서대문구",3342,1646,1696,3677,1837,1840
2015.09,"서초구",4959,2446,2513,5304,2595,2709
2015.09,"성동구",3329,1656,1673,3406,1716,1690
2015.09,"성북구",4491,2225,2266,5337,2648,2689
2015.09,"송파구",6914,3397,3517,7758,3797,3961
2015.09,"양천구",4665,2270,2395,5160,2577,2583
2015.09,"영등포구",3973,2027,1946,4570,2331,2239
2015.09,"용산구",2821,1393,1428,3175,1590,1585
2015.09,"은평구",6924,3324,3600,7203,3544,3659
2015.09,"종로구",2143,1063,1080,1940,968,972
2015.09,"중구",1444,762,682,1593,817,776
2015.09,"중랑구",4742,2394,2348,5648,2834,2814
2015.1,"강남구",10409,5041,5368,9955,4842,5113
2015.1,"강동구",6246,3142,3104,7583,3822,3761
2015.1,"강북구",4161,2115,2046,4724,2364,2360
2015.1,"강서구",8579,4153,4426,9049,4507,4542
2015.1,"관악구",7715,4016,3699,8518,4392,4126
2015.1,"광진구",5050,2513,2537,5537,2728,2809
2015.1,"구로구",5126,2546,2580,5904,2987,2917
2015.1,"금천구",3029,1552,1477,3601,1826,1775
2015.1,"노원구",6176,3018,3158,7010,3436,3574
2015.1,"도봉구",4405,2170,2235,4876,2459,2417
2015.1,"동대문구",4545,2273,2272,4963,2528,2435
2015.1,"동작구",5430,2756,2674,6815,3476,3339
2015.1,"마포구",5592,2653,2939,6160,3024,3136
2015.1,"서대문구",4165,2023,2142,4486,2111,2375
2015.1,"서초구",5930,2795,3135,6226,2994,3232
2015.1,"성동구",3781,1904,1877,4258,2142,2116
2015.1,"성북구",5476,2657,2819,6412,3187,3225
2015.1,"송파구",8430,4185,4245,9684,4815,4869
2015.1,"양천구",5855,2909,2946,6265,3147,3118
2015.1,"영등포구",4934,2537,2397,5932,2978,2954
2015.1,"용산구",3152,1580,1572,3745,1822,1923
2015.1,"은평구",7600,3661,3939,7999,3913,4086
2015.1,"종로구",2041,1022,1019,2160,1115,1045
2015.1,"중구",1855,976,879,1929,998,931
2015.1,"중랑구",5823,2921,2902,6711,3349,3362
2015.11,"강남구",8921,4334,4587,9424,4628,4796
2015.11,"강동구",5777,2929,2848,7106,3537,3569
2015.11,"강북구",3957,1936,2021,4519,2176,2343
2015.11,"강서구",7884,3834,4050,8446,4137,4309
2015.11,"관악구",7103,3623,3480,8176,4243,3933
2015.11,"광진구",4741,2345,2396,5123,2546,2577
2015.11,"구로구",5006,2415,2591,5700,2838,2862
2015.11,"금천구",3011,1570,1441,3440,1780,1660
2015.11,"노원구",5749,2836,2913,6753,3317,3436
2015.11,"도봉구",4100,2030,2070,4654,2260,2394
2015.11,"동대문구",4244,2166,2078,4806,2421,2385
2015.11,"동작구",5273,2568,2705,6260,3091,3169
2015.11,"마포구",5280,2566,2714,6552,3215,3337
2015.11,"서대문구",8676,4187,4489,5668,2760,2908
2015.11,"서초구",5501,2665,2836,6459,3152,3307
2015.11,"성동구",3342,1655,1687,3914,1940,1974
2015.11,"성북구",4990,2407,2583,6075,2959,3116
2015.11,"송파구",8562,4189,4373,9782,4866,4916
2015.11,"양천구",6150,3081,3069,6262,3110,3152
2015.11,"영등포구",4786,2422,2364,5585,2819,2766
2015.11,"용산구",2838,1429,1409,3107,1528,1579
2015.11,"은평구",6876,3317,3559,7767,3771,3996
2015.11,"종로구",1841,957,884,1992,999,993
2015.11,"중구",1741,845,896,1978,996,982
2015.11,"중랑구",5663,2869,2794,6074,3058,3016
2015.12,"강남구",9577,4631,4946,10752,5233,5519
2015.12,"강동구",6313,3205,3108,7699,3861,3838
2015.12,"강북구",3841,1876,1965,4331,2133,2198
2015.12,"강서구",7827,3820,4007,8327,4081,4246
2015.12,"관악구",7561,3849,3712,8214,4189,4025
2015.12,"광진구",4775,2294,2481,5233,2566,2667
2015.12,"구로구",4667,2318,2349,5678,2854,2824
2015.12,"금천구",2720,1406,1314,3239,1703,1536
2015.12,"노원구",6325,3059,3266,7888,3861,4027
2015.12,"도봉구",3911,1898,2013,4336,2091,2245
2015.12,"동대문구",4116,2086,2030,4715,2423,2292
2015.12,"동작구",5496,2681,2815,6406,3199,3207
2015.12,"마포구",5283,2532,2751,6511,3162,3349
2015.12,"서대문구",7460,3626,3834,5122,2511,2611
2015.12,"서초구",6376,3084,3292,7207,3544,3663
2015.12,"성동구",3442,1712,1730,4128,2081,2047
2015.12,"성북구",5247,2541,2706,6516,3163,3353
2015.12,"송파구",9299,4469,4830,10948,5338,5610
2015.12,"양천구",5565,2728,2837,6353,3179,3174
2015.12,"영등포구",5357,2728,2629,6111,3054,3057
2015.12,"용산구",2932,1431,1501,3444,1712,1732
2015.12,"은평구",6610,3234,3376,7558,3755,3803
2015.12,"종로구",1986,1000,986,2361,1189,1172
2015.12,"중구",1710,874,836,2044,1038,1006
2015.12,"중랑구",4944,2471,2473,5612,2814,2798
2016.01,"강남구",7970,3796,4174,8625,4200,4425
2016.01,"강동구",5410,2679,2731,6398,3175,3223
2016.01,"강북구",2920,1446,1474,3288,1640,1648
2016.01,"강서구",6786,3253,3533,6364,3166,3198
2016.01,"관악구",7141,3610,3531,6869,3583,3286
2016.01,"광진구",3932,1838,2094,4290,2132,2158
2016.01,"구로구",4011,1946,2065,4340,2190,2150
2016.01,"금천구",2345,1211,1134,2565,1369,1196
2016.01,"노원구",5374,2566,2808,6284,3065,3219
2016.01,"도봉구",3091,1491,1600,3302,1595,1707
2016.01,"동대문구",3664,1909,1755,3902,2021,1881
2016.01,"동작구",4948,2396,2552,5141,2509,2632
2016.01,"마포구",4622,2137,2485,5146,2478,2668
2016.01,"서대문구",4992,2420,2572,3826,1864,1962
2016.01,"서초구",5280,2528,2752,5767,2772,2995
2016.01,"성동구",2980,1497,1483,3182,1649,1533
2016.01,"성북구",4288,2051,2237,4788,2378,2410
2016.01,"송파구",8050,3860,4190,8797,4281,4516
2016.01,"양천구",4659,2338,2321,5082,2502,2580
2016.01,"영등포구",5317,2703,2614,5453,2763,2690
2016.01,"용산구",2567,1243,1324,2906,1434,1472
2016.01,"은평구",5440,2610,2830,5868,2862,3006
2016.01,"종로구",1853,929,924,2008,1017,991
2016.01,"중구",1479,758,721,1646,846,800
2016.01,"중랑구",3976,1971,2005,4112,2012,2100
2016.02,"강남구",10421,5015,5406,11346,5535,5811
2016.02,"강동구",6397,3218,3179,7827,3975,3852
2016.02,"강북구",3672,1826,1846,3949,1984,1965
2016.02,"강서구",7858,3826,4032,7728,3840,3888
2016.02,"관악구",9173,4794,4379,8887,4597,4290
2016.02,"광진구",5397,2540,2857,5526,2702,2824
2016.02,"구로구",4893,2482,2411,5255,2648,2607
2016.02,"금천구",2726,1448,1278,3022,1617,1405
2016.02,"노원구",7796,3907,3889,7926,3925,4001
2016.02,"도봉구",3604,1768,1836,4001,1992,2009
2016.02,"동대문구",5016,2552,2464,5255,2683,2572
2016.02,"동작구",6883,3402,3481,6789,3394,3395
2016.02,"마포구",6165,2920,3245,6376,3085,3291
2016.02,"서대문구",6037,2880,3157,4723,2334,2389
2016.02,"서초구",7100,3417,3683,7876,3816,4060
2016.02,"성동구",4080,2079,2001,4406,2292,2114
2016.02,"성북구",6122,2939,3183,6384,3111,3273
2016.02,"송파구",9659,4728,4931,11843,5820,6023
2016.02,"양천구",6233,3098,3135,6901,3455,3446
2016.02,"영등포구",6625,3319,3306,6810,3435,3375
2016.02,"용산구",3416,1681,1735,3688,1834,1854
2016.02,"은평구",6318,3079,3239,6976,3367,3609
2016.02,"종로구",2599,1306,1293,2539,1252,1287
2016.02,"중구",2114,1062,1052,2195,1140,1055
2016.02,"중랑구",4952,2504,2448,5239,2632,2607
2016.03,"강남구",8360,4088,4272,10605,5218,5387
2016.03,"강동구",5927,2996,2931,7487,3802,3685
2016.03,"강북구",4135,2085,2050,4434,2263,2171
2016.03,"강서구",7810,3888,3922,7531,3747,3784
2016.03,"관악구",9513,5195,4318,9259,4853,4406
2016.03,"광진구",5444,2683,2761,5671,2853,2818
2016.03,"구로구",4914,2421,2493,5078,2551,2527
2016.03,"금천구",2974,1571,1403,3214,1710,1504
2016.03,"노원구",7778,3946,3832,7692,3818,3874
2016.03,"도봉구",4033,2000,2033,4296,2179,2117
2016.03,"동대문구",5020,2600,2420,5170,2719,2451
2016.03,"동작구",6197,3021,3176,5995,2934,3061
2016.03,"마포구",6400,3125,3275,6902,3354,3548
2016.03,"서대문구",5607,2702,2905,4767,2288,2479
2016.03,"서초구",6098,2945,3153,6691,3215,3476
2016.03,"성동구",3882,1961,1921,4152,2106,2046
2016.03,"성북구",5938,2838,3100,6310,3064,3246
2016.03,"송파구",8715,4372,4343,10291,5148,5143
2016.03,"양천구",4827,2406,2421,5769,2894,2875
2016.03,"영등포구",5988,3032,2956,6321,3239,3082
2016.03,"용산구",3479,1728,1751,3769,1934,1835
2016.03,"은평구",7135,3474,3661,7748,3880,3868
2016.03,"종로구",2847,1439,1408,2679,1382,1297
2016.03,"중구",2115,1098,1017,1941,1018,923
2016.03,"중랑구",5744,2866,2878,5928,2983,2945
2016.04,"강남구",6944,3331,3613,8535,4090,4445
2016.04,"강동구",5252,2591,2661,6632,3359,3273
2016.04,"강북구",3707,1858,1849,3935,2007,1928
2016.04,"강서구",6686,3228,3458,6643,3305,3338
2016.04,"관악구",7369,3856,3513,7716,3969,3747
2016.04,"광진구",4659,2280,2379,4997,2457,2540
2016.04,"구로구",4176,2114,2062,4767,2431,2336
2016.04,"금천구",2746,1398,1348,2872,1470,1402
2016.04,"노원구",6049,2899,3150,6202,3065,3137
2016.04,"도봉구",3491,1761,1730,3749,1871,1878
2016.04,"동대문구",3839,1959,1880,4288,2174,2114
2016.04,"동작구",5004,2484,2520,4980,2429,2551
2016.04,"마포구",5298,2559,2739,6276,3130,3146
2016.04,"서대문구",4724,2334,2390,4300,2095,2205
2016.04,"서초구",4928,2378,2550,5483,2632,2851
2016.04,"성동구",3374,1704,1670,3457,1742,1715
2016.04,"성북구",4500,2195,2305,5079,2532,2547
2016.04,"송파구",7463,3717,3746,8420,4174,4246
2016.04,"양천구",4374,2172,2202,5175,2570,2605
2016.04,"영등포구",4756,2383,2373,5123,2554,2569
2016.04,"용산구",2691,1327,1364,2950,1440,1510
2016.04,"은평구",6523,3139,3384,7234,3545,3689
2016.04,"종로구",1769,906,863,2033,1044,989
2016.04,"중구",1646,845,801,1685,847,838
2016.04,"중랑구",5061,2493,2568,5156,2574,2582
2016.05,"강남구",7392,3556,3836,8718,4253,4465
2016.05,"강동구",5939,3003,2936,7891,3987,3904
2016.05,"강북구",3760,1870,1890,4227,2087,2140
2016.05,"강서구",7548,3642,3906,7539,3718,3821
2016.05,"관악구",7631,3997,3634,7969,4137,3832
2016.05,"광진구",4532,2255,2277,5154,2556,2598
2016.05,"구로구",4634,2255,2379,4909,2423,2486
2016.05,"금천구",2848,1465,1383,3043,1577,1466
2016.05,"노원구",5687,2774,2913,6028,2903,3125
2016.05,"도봉구",4017,1958,2059,4078,1997,2081
2016.05,"동대문구",3896,1990,1906,4543,2344,2199
2016.05,"동작구",5292,2588,2704,5246,2610,2636
2016.05,"마포구",5175,2528,2647,6001,2912,3089
2016.05,"서대문구",5052,2423,2629,5218,2587,2631
2016.05,"서초구",4979,2356,2623,5536,2664,2872
2016.05,"성동구",4204,2078,2126,3747,1880,1867
2016.05,"성북구",4666,2297,2369,5485,2747,2738
2016.05,"송파구",7781,3807,3974,8808,4373,4435
2016.05,"양천구",5394,2659,2735,6030,2993,3037
2016.05,"영등포구",4838,2487,2351,5422,2756,2666
2016.05,"용산구",2790,1409,1381,3108,1540,1568
2016.05,"은평구",7179,3492,3687,7751,3774,3977
2016.05,"종로구",1761,887,874,2099,1071,1028
2016.05,"중구",1526,760,766,1783,934,849
2016.05,"중랑구",5222,2604,2618,5368,2684,2684
2016.06,"강남구",7381,3536,3845,8236,3934,4302
2016.06,"강동구",5134,2565,2569,6689,3360,3329
2016.06,"강북구",3894,1941,1953,4166,2085,2081
2016.06,"강서구",7003,3463,3540,7344,3596,3748
2016.06,"관악구",7103,3730,3373,7680,3981,3699
2016.06,"광진구",4530,2197,2333,4919,2469,2450
2016.06,"구로구",4464,2192,2272,4759,2421,2338
2016.06,"금천구",2573,1335,1238,2843,1492,1351
2016.06,"노원구",4950,2360,2590,5910,2892,3018
2016.06,"도봉구",3684,1852,1832,3924,2003,1921
2016.06,"동대문구",3812,1966,1846,4634,2336,2298
2016.06,"동작구",5126,2505,2621,5077,2539,2538
2016.06,"마포구",5027,2437,2590,5934,2889,3045
2016.06,"서대문구",5032,2430,2602,5150,2543,2607
2016.06,"서초구",5349,2527,2822,5435,2566,2869
2016.06,"성동구",4061,2042,2019,3870,1929,1941
2016.06,"성북구",4620,2224,2396,5378,2625,2753
2016.06,"송파구",7659,3716,3943,8349,4087,4262
2016.06,"양천구",5863,2916,2947,6147,3130,3017
2016.06,"영등포구",4387,2222,2165,5469,2728,2741
2016.06,"용산구",2709,1354,1355,3019,1502,1517
2016.06,"은평구",6553,3183,3370,7122,3474,3648
2016.06,"종로구",1819,906,913,2199,1124,1075
2016.06,"중구",1533,767,766,1740,888,852
2016.06,"중랑구",5132,2580,2552,5469,2690,2779
2016.07,"강남구",7276,3554,3722,8120,3967,4153
2016.07,"강동구",4495,2255,2240,5451,2752,2699
2016.07,"강북구",3576,1757,1819,3807,1864,1943
2016.07,"강서구",7018,3459,3559,7826,3892,3934
2016.07,"관악구",6630,3490,3140,6923,3598,3325
2016.07,"광진구",4052,2041,2011,4441,2216,2225
2016.07,"구로구",3980,2032,1948,4527,2265,2262
2016.07,"금천구",2322,1211,1111,2577,1342,1235
2016.07,"노원구",4950,2461,2489,6018,3000,3018
2016.07,"도봉구",3192,1589,1603,3747,1888,1859
2016.07,"동대문구",3618,1909,1709,4267,2234,2033
2016.07,"동작구",4357,2212,2145,4696,2365,2331
2016.07,"마포구",4479,2135,2344,5177,2539,2638
2016.07,"서대문구",3787,1861,1926,4279,2137,2142
2016.07,"서초구",5333,2578,2755,5427,2616,2811
2016.07,"성동구",3280,1620,1660,3366,1691,1675
2016.07,"성북구",4497,2182,2315,5695,2811,2884
2016.07,"송파구",7480,3657,3823,7766,3954,3812
2016.07,"양천구",5323,2630,2693,5689,2836,2853
2016.07,"영등포구",4406,2284,2122,5491,2839,2652
2016.07,"용산구",2551,1290,1261,2813,1382,1431
2016.07,"은평구",5789,2792,2997,6267,3076,3191
2016.07,"종로구",1675,857,818,1921,998,923
2016.07,"중구",1528,785,743,1581,816,765
2016.07,"중랑구",4562,2290,2272,5129,2586,2543
2016.08,"강남구",8715,4262,4453,9512,4637,4875
2016.08,"강동구",5477,2750,2727,7202,3644,3558
2016.08,"강북구",4203,2132,2071,4404,2230,2174
2016.08,"강서구",9712,4772,4940,9148,4532,4616
2016.08,"관악구",7800,4110,3690,8542,4423,4119
2016.08,"광진구",4844,2408,2436,5208,2597,2611
2016.08,"구로구",4708,2272,2436,5822,2885,2937
2016.08,"금천구",2640,1387,1253,3132,1643,1489
2016.08,"노원구",5988,2958,3030,6946,3514,3432
2016.08,"도봉구",3996,1982,2014,4377,2224,2153
2016.08,"동대문구",4083,2104,1979,4781,2441,2340
2016.08,"동작구",5583,2811,2772,5741,2921,2820
2016.08,"마포구",5179,2455,2724,6184,2984,3200
2016.08,"서대문구",4095,2009,2086,4720,2381,2339
2016.08,"서초구",5819,2769,3050,6163,3005,3158
2016.08,"성동구",4131,2039,2092,4180,2080,2100
2016.08,"성북구",5529,2713,2816,6768,3346,3422
2016.08,"송파구",9371,4606,4765,10085,5047,5038
2016.08,"양천구",6563,3274,3289,6919,3512,3407
2016.08,"영등포구",5489,2813,2676,6760,3468,3292
2016.08,"용산구",2885,1479,1406,3391,1703,1688
2016.08,"은평구",6211,3051,3160,6900,3446,3454
2016.08,"종로구",2018,1010,1008,2294,1155,1139
2016.08,"중구",1904,994,910,1772,923,849
2016.08,"중랑구",5376,2711,2665,6039,2965,3074
2016.09,"강남구",7318,3488,3830,8088,3907,4181
2016.09,"강동구",5738,2843,2895,6639,3306,3333
2016.09,"강북구",3505,1760,1745,3807,1923,1884
2016.09,"강서구",8764,4312,4452,7999,3987,4012
2016.09,"관악구",6823,3637,3186,7549,3956,3593
2016.09,"광진구",4234,2133,2101,4560,2265,2295
2016.09,"구로구",4318,2171,2147,5062,2584,2478
2016.09,"금천구",2359,1255,1104,2781,1472,1309
2016.09,"노원구",5326,2581,2745,6145,3009,3136
2016.09,"도봉구",3607,1824,1783,3882,1963,1919
2016.09,"동대문구",3725,1880,1845,4140,2114,2026
2016.09,"동작구",5575,2752,2823,5498,2768,2730
2016.09,"마포구",4735,2299,2436,5632,2681,2951
2016.09,"서대문구",3574,1753,1821,4009,1989,2020
2016.09,"서초구",6026,2876,3150,5552,2686,2866
2016.09,"성동구",3327,1681,1646,3596,1829,1767
2016.09,"성북구",4565,2234,2331,5601,2786,2815
2016.09,"송파구",8393,4136,4257,8620,4268,4352
2016.09,"양천구",5184,2543,2641,5808,2853,2955
2016.09,"영등포구",4664,2404,2260,6151,3142,3009
2016.09,"용산구",2490,1249,1241,2950,1408,1542
2016.09,"은평구",5510,2711,2799,6011,2995,3016
2016.09,"종로구",1845,880,965,2053,1033,1020
2016.09,"중구",1567,825,742,1629,854,775
2016.09,"중랑구",4668,2335,2333,4988,2490,2498
2016.1,"강남구",7656,3732,3924,8325,4005,4320
2016.1,"강동구",6463,3184,3279,8177,4033,4144
2016.1,"강북구",3888,1995,1893,4494,2257,2237
2016.1,"강서구",9642,4716,4926,8981,4445,4536
2016.1,"관악구",7325,3777,3548,8211,4283,3928
2016.1,"광진구",4576,2257,2319,5228,2573,2655
2016.1,"구로구",4766,2352,2414,5650,2806,2844
2016.1,"금천구",2804,1446,1358,3233,1681,1552
2016.1,"노원구",6367,3133,3234,7361,3642,3719
2016.1,"도봉구",4256,2133,2123,4356,2198,2158
2016.1,"동대문구",4468,2278,2190,4924,2491,2433
2016.1,"동작구",6140,3054,3086,6323,3193,3130
2016.1,"마포구",5008,2418,2590,6279,3056,3223
2016.1,"서대문구",4107,1956,2151,4385,2082,2303
2016.1,"서초구",7410,3548,3862,6813,3316,3497
2016.1,"성동구",3534,1749,1785,4322,2178,2144
2016.1,"성북구",5168,2538,2630,6108,3017,3091
2016.1,"송파구",10931,5277,5654,10247,5076,5171
2016.1,"양천구",5784,2840,2944,6823,3318,3505
2016.1,"영등포구",5043,2573,2470,6400,3259,3141
2016.1,"용산구",2757,1331,1426,3336,1646,1690
2016.1,"은평구",6240,3044,3196,7038,3436,3602
2016.1,"종로구",1861,902,959,2114,1037,1077
2016.1,"중구",1822,897,925,1814,943,871
2016.1,"중랑구",5594,2789,2805,5926,2992,2934
2016.11,"강남구",7807,3834,3973,9208,4404,4804
2016.11,"강동구",6183,3075,3108,7330,3608,3722
2016.11,"강북구",3852,1884,1968,4396,2158,2238
2016.11,"강서구",8922,4395,4527,8022,3980,4042
2016.11,"관악구",7357,3804,3553,8285,4299,3986
2016.11,"광진구",4541,2196,2345,5205,2574,2631
2016.11,"구로구",4794,2322,2472,5538,2748,2790
2016.11,"금천구",2876,1473,1403,3213,1619,1594
2016.11,"노원구",6133,2974,3159,7330,3566,3764
2016.11,"도봉구",4116,2002,2114,4546,2233,2313
2016.11,"동대문구",4206,2118,2088,4750,2480,2270
2016.11,"동작구",5630,2747,2883,6165,3087,3078
2016.11,"마포구",5402,2552,2850,6481,3116,3365
2016.11,"서대문구",3856,1847,2009,4315,2061,2254
2016.11,"서초구",6575,3198,3377,6733,3278,3455
2016.11,"성동구",4401,2187,2214,4255,2132,2123
2016.11,"성북구",4996,2448,2548,6155,3001,3154
2016.11,"송파구",10392,5117,5275,9640,4751,4889
