"기간","자치구","총전입","여성전입","남성전입","총전출","여성전출","남성전출"
2016.11,"양천구",5624,2775,2849,7110,3530,3580
2016.11,"영등포구",4925,2527,2398,6153,3156,2997
2016.11,"용산구",2904,1428,1476,3400,1640,1760
2016.11,"은평구",6186,2961,3225,7034,3396,3638
2016.11,"종로구",1683,816,867,2063,1026,1037
2016.11,"중구",1557,745,812,1729,873,856
2016.11,"중랑구",5248,2636,2612,5692,2863,2829
2016.12,"강남구",8118,3919,4199,9631,4658,4973
2016.12,"강동구",5547,2740,2807,6812,3422,3390
2016.12,"강북구",3679,1834,1845,4040,2020,2020
2016.12,"강서구",8103,3964,4139,7886,3867,4019
2016.12,"관악구",7333,3786,3547,8289,4282,4007
2016.12,"광진구",4621,2249,2372,5247,2586,2661
2016.12,"구로구",4710,2343,2367,5851,2944,2907
2016.12,"금천구",5657,2879,2778,4033,2092,1941
2016.12,"노원구",5851,2852,2999,7334,3544,3790
2016.12,"도봉구",3749,1860,1889,4349,2147,2202
2016.12,"동대문구",4244,2160,2084,4968,2493,2475
2016.12,"동작구",5690,2758,2932,6592,3255,3337
2016.12,"마포구",5152,2425,2727,6405,3118,3287
2016.12,"서대문구",4289,2078,2211,4544,2208,2336
2016.12,"서초구",6239,3044,3195,6843,3334,3509
2016.12,"성동구",6375,3153,3222,4453,2211,2242
2016.12,"성북구",5111,2520,2591,6645,3326,3319
2016.12,"송파구",9841,4749,5092,9869,4858,5011
2016.12,"양천구",5557,2781,2776,6951,3464,3487
2016.12,"영등포구",4870,2434,2436,6232,3164,3068
2016.12,"용산구",2885,1423,1462,3285,1617,1668
2016.12,"은평구",5780,2741,3039,6976,3393,3583
2016.12,"종로구",1874,940,934,2384,1190,1194
2016.12,"중구",1804,906,898,2140,1063,1077
2016.12,"중랑구",5031,2475,2556,5777,2899,2878
2017.01,"강남구",7503,3610,3893,7745,3817,3928
2017.01,"강동구",6412,3184,3228,5634,2803,2831
2017.01,"강북구",2830,1352,1478,3088,1542,1546
2017.01,"강서구",6685,3222,3463,6245,3074,3171
2017.01,"관악구",7221,3688,3533,7306,3816,3490
2017.01,"광진구",3992,1883,2109,4022,1968,2054
2017.01,"구로구",3975,2025,1950,4307,2202,2105
2017.01,"금천구",3508,1781,1727,2812,1430,1382
2017.01,"노원구",4949,2430,2519,5806,2803,3003
2017.01,"도봉구",2818,1363,1455,3186,1602,1584
2017.01,"동대문구",3727,1879,1848,4200,2119,2081
2017.01,"동작구",4982,2422,2560,5385,2751,2634
2017.01,"마포구",4518,2080,2438,5162,2492,2670
2017.01,"서대문구",3809,1850,1959,3601,1795,1806
2017.01,"서초구",5785,2773,3012,5980,2874,3106
2017.01,"성동구",5362,2656,2706,3656,1863,1793
2017.01,"성북구",4756,2346,2410,5506,2686,2820
2017.01,"송파구",8991,4327,4664,7937,3836,4101
2017.01,"양천구",4654,2314,2340,5131,2552,2579
2017.01,"영등포구",4322,2142,2180,5051,2584,2467
2017.01,"용산구",2602,1297,1305,2852,1452,1400
2017.01,"은평구",4579,2216,2363,4920,2387,2533
2017.01,"종로구",1513,761,752,1836,925,911
2017.01,"중구",1377,700,677,1671,822,849
2017.01,"중랑구",3785,1908,1877,4134,2137,1997
2017.02,"강남구",10970,5303,5667,11638,5668,5970
2017.02,"강동구",10619,5387,5232,7862,3941,3921
2017.02,"강북구",3623,1693,1930,4039,1968,2071
2017.02,"강서구",8584,4148,4436,8327,3995,4332
2017.02,"관악구",9859,4914,4945,9733,5018,4715
2017.02,"광진구",5739,2785,2954,5783,2838,2945
2017.02,"구로구",5107,2508,2599,5872,2885,2987
2017.02,"금천구",3570,1837,1733,3427,1769,1658
2017.02,"노원구",7344,3585,3759,8544,4307,4237
2017.02,"도봉구",3467,1665,1802,4015,1949,2066
2017.02,"동대문구",5509,2775,2734,5786,2960,2826
2017.02,"동작구",7118,3471,3647,7309,3681,3628
2017.02,"마포구",6713,3132,3581,7214,3482,3732
2017.02,"서대문구",5830,2790,3040,5351,2610,2741
2017.02,"서초구",8204,3966,4238,8413,4095,4318
2017.02,"성동구",6412,3183,3229,4956,2525,2431
2017.02,"성북구",7900,3774,4126,7670,3812,3858
2017.02,"송파구",13113,6332,6781,11852,5876,5976
2017.02,"양천구",6577,3264,3313,7394,3712,3682
2017.02,"영등포구",5964,2957,3007,7087,3563,3524
2017.02,"용산구",3540,1778,1762,3786,1836,1950
2017.02,"은평구",5880,2848,3032,6457,3125,3332
2017.02,"종로구",2876,1431,1445,2878,1419,1459
2017.02,"중구",1938,949,989,2232,1116,1116
2017.02,"중랑구",4674,2343,2331,5053,2512,2541
2017.03,"강남구",8254,4082,4172,9334,4531,4803
2017.03,"강동구",8193,4088,4105,7225,3691,3534
2017.03,"강북구",4446,2139,2307,4146,2054,2092
2017.03,"강서구",8242,4105,4137,7680,3858,3822
2017.03,"관악구",9474,5057,4417,9428,4994,4434
2017.03,"광진구",5253,2609,2644,5519,2809,2710
2017.03,"구로구",4966,2499,2467,5351,2683,2668
2017.03,"금천구",3313,1714,1599,3223,1668,1555
2017.03,"노원구",6719,3407,3312,6838,3438,3400
2017.03,"도봉구",3660,1791,1869,4389,2198,2191
2017.03,"동대문구",4758,2465,2293,5087,2646,2441
2017.03,"동작구",6086,3098,2988,6248,3123,3125
2017.03,"마포구",5749,2794,2955,6240,2967,3273
2017.03,"서대문구",5380,2584,2796,5330,2658,2672
2017.03,"서초구",6602,3189,3413,7773,3762,4011
2017.03,"성동구",5029,2465,2564,4313,2240,2073
2017.03,"성북구",6574,3320,3254,6712,3306,3406
2017.03,"송파구",9694,4807,4887,9930,4936,4994
2017.03,"양천구",5054,2508,2546,5922,2991,2931
2017.03,"영등포구",5349,2713,2636,6210,3164,3046
2017.03,"용산구",3216,1598,1618,3490,1765,1725
2017.03,"은평구",6292,3088,3204,7035,3472,3563
2017.03,"종로구",4272,2155,2117,2963,1484,1479
2017.03,"중구",1741,841,900,2084,1072,1012
2017.03,"중랑구",5161,2608,2553,5706,2887,2819
2017.04,"강남구",6328,3098,3230,7153,3478,3675
2017.04,"강동구",6038,3016,3022,5879,2933,2946
2017.04,"강북구",3766,1878,1888,3772,1911,1861
2017.04,"강서구",7226,3551,3675,6780,3357,3423
2017.04,"관악구",7024,3571,3453,7434,3818,3616
2017.04,"광진구",4263,2056,2207,4245,2127,2118
2017.04,"구로구",3971,1985,1986,4519,2289,2230
2017.04,"금천구",2784,1420,1364,2772,1448,1324
2017.04,"노원구",4889,2377,2512,5445,2660,2785
2017.04,"도봉구",3193,1597,1596,3689,1837,1852
2017.04,"동대문구",3542,1893,1649,3774,1938,1836
2017.04,"동작구",4626,2272,2354,5118,2560,2558
2017.04,"마포구",4821,2228,2593,5060,2476,2584
2017.04,"서대문구",3977,1951,2026,4092,2029,2063
2017.04,"서초구",4902,2345,2557,5550,2743,2807
2017.04,"성동구",3564,1738,1826,3459,1738,1721
2017.04,"성북구",4541,2293,2248,5089,2537,2552
2017.04,"송파구",7826,3780,4046,8325,4128,4197
2017.04,"양천구",4107,2030,2077,4642,2299,2343
2017.04,"영등포구",5288,2640,2648,5485,2746,2739
2017.04,"용산구",2484,1245,1239,2943,1488,1455
2017.04,"은평구",5431,2613,2818,5663,2783,2880
2017.04,"종로구",2412,1185,1227,2029,1021,1008
2017.04,"중구",1324,659,665,1568,839,729
2017.04,"중랑구",4605,2306,2299,4822,2409,2413
2017.05,"강남구",7028,3437,3591,7986,3818,4168
2017.05,"강동구",6299,3140,3159,6274,3121,3153
2017.05,"강북구",3898,1908,1990,4106,2083,2023
2017.05,"강서구",8541,4076,4465,7469,3600,3869
2017.05,"관악구",7905,4083,3822,8236,4348,3888
2017.05,"광진구",4586,2271,2315,4871,2381,2490
2017.05,"구로구",4429,2222,2207,5229,2588,2641
2017.05,"금천구",3022,1582,1440,2999,1581,1418
2017.05,"노원구",5177,2558,2619,6108,3006,3102
2017.05,"도봉구",3687,1795,1892,3935,1984,1951
2017.05,"동대문구",3793,1875,1918,4301,2176,2125
2017.05,"동작구",5168,2513,2655,5795,2844,2951
2017.05,"마포구",4822,2299,2523,5150,2491,2659
2017.05,"서대문구",4058,1979,2079,4348,2112,2236
2017.05,"서초구",5428,2586,2842,6447,3066,3381
2017.05,"성동구",3901,1913,1988,3787,1919,1868
2017.05,"성북구",4806,2321,2485,5403,2636,2767
2017.05,"송파구",8658,4145,4513,8493,4153,4340
2017.05,"양천구",4251,2082,2169,5258,2636,2622
2017.05,"영등포구",6902,3482,3420,6051,3056,2995
2017.05,"용산구",2873,1449,1424,3132,1534,1598
2017.05,"은평구",5948,2860,3088,6598,3254,3344
2017.05,"종로구",2389,1198,1191,2048,1035,1013
2017.05,"중구",1504,746,758,1548,789,759
2017.05,"중랑구",5059,2494,2565,5150,2556,2594
2017.06,"강남구",6743,3285,3458,7551,3698,3853
2017.06,"강동구",5981,2976,3005,6524,3320,3204
2017.06,"강북구",3649,1805,1844,3616,1799,1817
2017.06,"강서구",7998,3923,4075,7145,3499,3646
2017.06,"관악구",6898,3639,3259,7254,3774,3480
2017.06,"광진구",4445,2137,2308,4410,2165,2245
2017.06,"구로구",3994,2001,1993,4530,2298,2232
2017.06,"금천구",2628,1370,1258,2732,1414,1318
2017.06,"노원구",4837,2328,2509,6359,3122,3237
2017.06,"도봉구",3503,1741,1762,3543,1775,1768
2017.06,"동대문구",3766,1943,1823,4105,2100,2005
2017.06,"동작구",4664,2281,2383,4995,2507,2488
2017.06,"마포구",4474,2113,2361,4958,2394,2564
2017.06,"서대문구",3849,1905,1944,3705,1862,1843
2017.06,"서초구",5164,2442,2722,6185,2999,3186
2017.06,"성동구",3654,1756,1898,3504,1754,1750
2017.06,"성북구",4415,2159,2256,5094,2516,2578
2017.06,"송파구",7968,3922,4046,7721,3780,3941
2017.06,"양천구",4218,2043,2175,4768,2419,2349
2017.06,"영등포구",4851,2488,2363,4810,2439,2371
2017.06,"용산구",2877,1449,1428,2848,1424,1424
2017.06,"은평구",5345,2634,2711,6103,3006,3097
2017.06,"종로구",2214,1117,1097,2079,1062,1017
2017.06,"중구",1533,762,771,1630,843,787
2017.06,"중랑구",5568,2744,2824,5112,2560,2552
2017.07,"강남구",7238,3517,3721,7825,3778,4047
2017.07,"강동구",6204,3116,3088,7830,3966,3864
2017.07,"강북구",3278,1590,1688,3652,1795,1857
2017.07,"강서구",7279,3544,3735,6962,3398,3564
2017.07,"관악구",6875,3611,3264,7354,3889,3465
2017.07,"광진구",4282,2109,2173,4184,2104,2080
2017.07,"구로구",3829,1905,1924,4353,2215,2138
2017.07,"금천구",2458,1301,1157,2732,1473,1259
2017.07,"노원구",4952,2467,2485,6434,3204,3230
2017.07,"도봉구",3538,1793,1745,3694,1907,1787
2017.07,"동대문구",3574,1849,1725,3961,2063,1898
2017.07,"동작구",4639,2314,2325,4903,2425,2478
2017.07,"마포구",4363,2075,2288,4711,2275,2436
2017.07,"서대문구",3581,1735,1846,3713,1842,1871
2017.07,"서초구",5958,2832,3126,6666,3234,3432
2017.07,"성동구",3649,1839,1810,3569,1814,1755
2017.07,"성북구",4078,2027,2051,4562,2260,2302
2017.07,"송파구",7936,3938,3998,7811,3833,3978
2017.07,"양천구",4159,2075,2084,4561,2225,2336
2017.07,"영등포구",4830,2466,2364,5122,2593,2529
2017.07,"용산구",2645,1298,1347,2790,1384,1406
2017.07,"은평구",5379,2617,2762,6131,3038,3093
2017.07,"종로구",2306,1138,1168,1919,973,946
2017.07,"중구",1391,706,685,1448,727,721
2017.07,"중랑구",4677,2351,2326,4454,2253,2201
2017.08,"강남구",8684,4262,4422,9719,4700,5019
2017.08,"강동구",7987,3974,4013,10169,5055,5114
2017.08,"강북구",3563,1749,1814,3764,1866,1898
2017.08,"강서구",7812,3817,3995,7598,3749,3849
2017.08,"관악구",7741,4052,3689,8136,4305,3831
2017.08,"광진구",5245,2501,2744,4981,2481,2500
2017.08,"구로구",4156,2081,2075,5195,2608,2587
2017.08,"금천구",2760,1427,1333,3032,1593,1439
2017.08,"노원구",5789,2863,2926,7524,3755,3769
2017.08,"도봉구",3765,1854,1911,3926,1957,1969
2017.08,"동대문구",4484,2345,2139,4817,2454,2363
2017.08,"동작구",5542,2768,2774,5923,2967,2956
2017.08,"마포구",5112,2470,2642,5692,2804,2888
2017.08,"서대문구",4197,2084,2113,4391,2224,2167
2017.08,"서초구",6572,3159,3413,6932,3361,3571
2017.08,"성동구",4631,2261,2370,4207,2119,2088
2017.08,"성북구",5096,2497,2599,5647,2815,2832
2017.08,"송파구",9695,4750,4945,9570,4753,4817
2017.08,"양천구",5044,2508,2536,5670,2823,2847
2017.08,"영등포구",4958,2559,2399,5473,2788,2685
2017.08,"용산구",3191,1580,1611,3180,1576,1604
2017.08,"은평구",6906,3357,3549,7270,3545,3725
2017.08,"종로구",2467,1203,1264,2228,1116,1112
2017.08,"중구",2661,1359,1302,1826,926,900
2017.08,"중랑구",4882,2460,2422,5061,2585,2476
2017.09,"강남구",6963,3456,3507,8556,4172,4384
2017.09,"강동구",6775,3413,3362,9575,4881,4694
2017.09,"강북구",3447,1736,1711,3874,1933,1941
2017.09,"강서구",7493,3657,3836,7632,3851,3781
2017.09,"관악구",7166,3767,3399,7814,4062,3752
2017.09,"광진구",4701,2301,2400,4885,2439,2446
2017.09,"구로구",4227,2121,2106,5204,2594,2610
2017.09,"금천구",2519,1334,1185,2874,1566,1308
2017.09,"노원구",5576,2806,2770,7038,3452,3586
2017.09,"도봉구",3582,1799,1783,3992,2019,1973
2017.09,"동대문구",3867,2005,1862,4307,2187,2120
2017.09,"동작구",4575,2303,2272,5138,2610,2528
2017.09,"마포구",4589,2244,2345,5202,2572,2630
2017.09,"서대문구",3684,1822,1862,4132,2093,2039
2017.09,"서초구",5160,2501,2659,5549,2741,2808
2017.09,"성동구",3916,1966,1950,3920,1952,1968
2017.09,"성북구",4965,2431,2534,5837,2884,2953
2017.09,"송파구",8099,3948,4151,8634,4251,4383
2017.09,"양천구",4229,2070,2159,5021,2523,2498
2017.09,"영등포구",5563,2861,2702,5523,2823,2700
2017.09,"용산구",3147,1567,1580,3079,1564,1515
2017.09,"은평구",6675,3341,3334,6633,3308,3325
2017.09,"종로구",2201,1098,1103,2146,1095,1051
2017.09,"중구",2305,1165,1140,1772,911,861
2017.09,"중랑구",4828,2485,2343,5246,2615,2631
2017.1,"강남구",6490,3182,3308,7962,3820,4142
2017.1,"강동구",5547,2739,2808,7849,3962,3887
2017.1,"강북구",3279,1640,1639,3454,1731,1723
2017.1,"강서구",6603,3231,3372,6767,3354,3413
2017.1,"관악구",6392,3310,3082,6986,3639,3347
2017.1,"광진구",4415,2155,2260,4569,2217,2352
2017.1,"구로구",3754,1909,1845,4457,2258,2199
2017.1,"금천구",2639,1399,1240,2815,1487,1328
2017.1,"노원구",4820,2334,2486,6072,2992,3080
2017.1,"도봉구",3522,1757,1765,3667,1832,1835
2017.1,"동대문구",3466,1790,1676,3795,1906,1889
2017.1,"동작구",4278,2124,2154,4997,2501,2496
2017.1,"마포구",3822,1853,1969,4617,2237,2380
2017.1,"서대문구",3247,1597,1650,3515,1742,1773
2017.1,"서초구",4685,2233,2452,5242,2532,2710
2017.1,"성동구",3282,1600,1682,3448,1678,1770
2017.1,"성북구",4393,2127,2266,5310,2624,2686
2017.1,"송파구",9771,4645,5126,8845,4266,4579
2017.1,"양천구",4027,2006,2021,4458,2234,2224
2017.1,"영등포구",4820,2466,2354,4702,2296,2406
2017.1,"용산구",2752,1370,1382,2670,1334,1336
2017.1,"은평구",5275,2522,2753,5523,2687,2836
2017.1,"종로구",1722,865,857,1734,883,851
2017.1,"중구",1622,862,760,1513,744,769
2017.1,"중랑구",4700,2412,2288,5097,2579,2518
2017.11,"강남구",6781,3254,3527,8749,4229,4520
2017.11,"강동구",5582,2816,2766,8330,4133,4197
2017.11,"강북구",3381,1700,1681,3690,1848,1842
2017.11,"강서구",7057,3475,3582,7095,3532,3563
2017.11,"관악구",6788,3445,3343,7542,3869,3673
2017.11,"광진구",4644,2233,2411,4583,2261,2322
2017.11,"구로구",3952,2009,1943,4835,2485,2350
2017.11,"금천구",2642,1372,1270,2797,1450,1347
2017.11,"노원구",4804,2359,2445,6312,3109,3203
2017.11,"도봉구",3466,1707,1759,3761,1870,1891
2017.11,"동대문구",3874,2002,1872,4491,2353,2138
2017.11,"동작구",4625,2273,2352,5533,2785,2748
2017.11,"마포구",4319,1991,2328,4927,2403,2524
2017.11,"서대문구",3348,1587,1761,3970,1963,2007
2017.11,"서초구",4962,2360,2602,5817,2828,2989
2017.11,"성동구",3548,1740,1808,3613,1842,1771
2017.11,"성북구",5007,2448,2559,5859,2869,2990
2017.11,"송파구",9781,4732,5049,9270,4472,4798
2017.11,"양천구",4110,2023,2087,4808,2456,2352
2017.11,"영등포구",4822,2421,2401,4961,2499,2462
2017.11,"용산구",2866,1432,1434,2967,1476,1491
2017.11,"은평구",5515,2692,2823,5818,2853,2965
2017.11,"종로구",1730,853,877,1911,977,934
2017.11,"중구",1799,915,884,1690,847,843
2017.11,"중랑구",4654,2376,2278,5415,2750,2665
2017.12,"강남구",7492,3634,3858,9149,4380,4769
2017.12,"강동구",5978,2976,3002,7668,3856,3812
2017.12,"강북구",3071,1510,1561,3608,1802,1806
2017.12,"강서구",6697,3270,3427,6783,3361,3422
2017.12,"관악구",6960,3590,3370,7720,4018,3702
2017.12,"광진구",4445,2168,2277,4595,2258,2337
2017.12,"구로구",3717,1829,1888,4820,2367,2453
2017.12,"금천구",2387,1253,1134,2692,1394,1298
2017.12,"노원구",4550,2216,2334,6008,2982,3026
2017.12,"도봉구",2764,1349,1415,3463,1731,1732
2017.12,"동대문구",3539,1827,1712,4109,2084,2025
2017.12,"동작구",4646,2253,2393,5634,2807,2827
2017.12,"마포구",4188,1942,2246,4756,2319,2437
2017.12,"서대문구",3574,1717,1857,4138,2024,2114
2017.12,"서초구",5258,2525,2733,6020,2919,3101
2017.12,"성동구",3468,1699,1769,3599,1806,1793
2017.12,"성북구",4754,2339,2415,5532,2681,2851
2017.12,"송파구",9340,4414,4926,8766,4309,4457
2017.12,"양천구",4367,2171,2196,5096,2575,2521
2017.12,"영등포구",4953,2465,2488,5564,2800,2764
2017.12,"용산구",2961,1419,1542,2885,1402,1483
2017.12,"은평구",5177,2534,2643,5486,2759,2727
2017.12,"종로구",1918,973,945,2043,991,1052
2017.12,"중구",1709,837,872,1592,779,813
2017.12,"중랑구",3792,1934,1858,4697,2342,2355
2018.01,"강남구",8175,3893,4282,8896,4292,4604
2018.01,"강동구",5743,2894,2849,6674,3363,3311
2018.01,"강북구",2937,1444,1493,3078,1524,1554
2018.01,"강서구",6743,3305,3438,6813,3387,3426
2018.01,"관악구",8325,4115,4210,8022,4099,3923
2018.01,"광진구",4638,2177,2461,4627,2191,2436
2018.01,"구로구",4082,2088,1994,5095,2562,2533
2018.01,"금천구",2559,1343,1216,2726,1422,1304
2018.01,"노원구",4954,2465,2489,6133,3050,3083
2018.01,"도봉구",2872,1408,1464,3152,1595,1557
2018.01,"동대문구",3838,1964,1874,4364,2276,2088
2018.01,"동작구",5206,2540,2666,5966,2997,2969
2018.01,"마포구",4946,2291,2655,5170,2410,2760
2018.01,"서대문구",4140,1993,2147,4273,2082,2191
2018.01,"서초구",5751,2729,3022,5917,2754,3163
2018.01,"성동구",3948,1903,2045,3863,1967,1896
2018.01,"성북구",4780,2224,2556,5520,2670,2850
2018.01,"송파구",9146,4338,4808,8768,4275,4493
2018.01,"양천구",4554,2263,2291,5093,2557,2536
2018.01,"영등포구",5738,2900,2838,5539,2785,2754
2018.01,"용산구",3361,1658,1703,3014,1472,1542
2018.01,"은평구",4983,2324,2659,5253,2531,2722
2018.01,"종로구",1900,932,968,2038,1035,1003
2018.01,"중구",1815,904,911,1749,894,855
2018.01,"중랑구",3986,1992,1994,4532,2289,2243
2018.02,"강남구",9841,4747,5094,10708,5192,5516
2018.02,"강동구",5626,2846,2780,6309,3185,3124
2018.02,"강북구",3223,1542,1681,3472,1709,1763
2018.02,"강서구",7411,3593,3818,7463,3661,3802
2018.02,"관악구",9208,4515,4693,9079,4560,4519
2018.02,"광진구",5321,2539,2782,5471,2671,2800
2018.02,"구로구",4225,2132,2093,5513,2838,2675
2018.02,"금천구",2548,1357,1191,2984,1546,1438
2018.02,"노원구",6088,2973,3115,7310,3649,3661
2018.02,"도봉구",2994,1470,1524,3432,1701,1731
2018.02,"동대문구",4885,2425,2460,5068,2591,2477
2018.02,"동작구",6138,2993,3145,6829,3311,3518
2018.02,"마포구",5873,2744,3129,5930,2807,3123
2018.02,"서대문구",5056,2414,2642,5032,2396,2636
2018.02,"서초구",7378,3543,3835,7199,3526,3673
2018.02,"성동구",4560,2199,2361,4361,2168,2193
2018.02,"성북구",5843,2812,3031,6306,3104,3202
2018.02,"송파구",9695,4564,5131,9653,4665,4988
2018.02,"양천구",5706,2864,2842,6150,3066,3084
2018.02,"영등포구",6010,3011,2999,6016,3016,3000
2018.02,"용산구",3583,1756,1827,3341,1656,1685
2018.02,"은평구",5392,2554,2838,5703,2732,2971
2018.02,"종로구",2567,1251,1316,2641,1340,1301
2018.02,"중구",2119,1034,1085,1947,963,984
2018.02,"중랑구",4150,2099,2051,4757,2389,2368
2018.03,"강남구",8627,4243,4384,10540,5149,5391
2018.03,"강동구",5776,2909,2867,6567,3368,3199
2018.03,"강북구",4041,1986,2055,4146,2102,2044
2018.03,"강서구",8215,4050,4165,8573,4231,4342
2018.03,"관악구",10051,5133,4918,9467,4934,4533
2018.03,"광진구",5447,2596,2851,6072,2983,3089
2018.03,"구로구",5656,2802,2854,5985,2995,2990
2018.03,"금천구",3156,1665,1491,3607,1904,1703
2018.03,"노원구",6787,3393,3394,6952,3495,3457
2018.03,"도봉구",3602,1800,1802,4131,2098,2033
2018.03,"동대문구",4918,2533,2385,5502,2838,2664
2018.03,"동작구",6135,3065,3070,6782,3406,3376
2018.03,"마포구",6126,2960,3166,6253,3151,3102
2018.03,"서대문구",4757,2264,2493,5125,2510,2615
2018.03,"서초구",6631,3223,3408,7161,3460,3701
2018.03,"성동구",6307,3084,3223,5065,2560,2505
2018.03,"성북구",5811,2850,2961,6424,3202,3222
2018.03,"송파구",9836,4850,4986,10013,4991,5022
2018.03,"양천구",4959,2456,2503,6077,3061,3016
2018.03,"영등포구",6581,3300,3281,6581,3404,3177
2018.03,"용산구",4042,2025,2017,3927,1938,1989
2018.03,"은평구",6398,3078,3320,6775,3350,3425
2018.03,"종로구",2757,1386,1371,2693,1371,1322
2018.03,"중구",2227,1121,1106,2110,1065,1045
2018.03,"중랑구",5317,2630,2687,5610,2839,2771
2018.04,"강남구",7327,3558,3769,9271,4506,4765
2018.04,"강동구",4958,2479,2479,5542,2825,2717
2018.04,"강북구",3449,1766,1683,3922,1956,1966
2018.04,"강서구",6979,3427,3552,7493,3659,3834
2018.04,"관악구",7907,4010,3897,7972,4129,3843
2018.04,"광진구",4650,2294,2356,5111,2496,2615
2018.04,"구로구",4205,2096,2109,4816,2410,2406
2018.04,"금천구",2771,1448,1323,3247,1694,1553
2018.04,"노원구",4778,2296,2482,5714,2822,2892
2018.04,"도봉구",3363,1666,1697,3717,1856,1861
2018.04,"동대문구",3834,2005,1829,4260,2226,2034
2018.04,"동작구",5041,2554,2487,5249,2681,2568
2018.04,"마포구",4870,2367,2503,5044,2474,2570
2018.04,"서대문구",3651,1800,1851,4091,2042,2049
2018.04,"서초구",5083,2461,2622,5594,2684,2910
2018.04,"성동구",4940,2470,2470,4101,2082,2019
2018.04,"성북구",4564,2264,2300,5173,2595,2578
2018.04,"송파구",8273,4019,4254,8474,4200,4274
2018.04,"양천구",4040,1989,2051,4769,2351,2418
2018.04,"영등포구",5120,2576,2544,5198,2675,2523
2018.04,"용산구",3040,1536,1504,3050,1526,1524
2018.04,"은평구",5976,2913,3063,6318,3121,3197
2018.04,"종로구",1819,889,930,2062,1088,974
2018.04,"중구",1729,887,842,1829,952,877
2018.04,"중랑구",5076,2585,2491,5493,2807,2686
2018.05,"강남구",7419,3543,3876,9974,4829,5145
2018.05,"강동구",4884,2373,2511,5477,2753,2724
2018.05,"강북구",3596,1780,1816,4117,2028,2089
