"년","월","곡류_수입","맥류및잡곡_수입","콩류_수입","과실_수입","도축육_수입","가금육_수입","신선어류_수입","냉동수산물_수입","낙농품_수입","수산물가공품_수입","원당_수입","유지_수입","과실및채소가공품_수입","인삼및건강보조식품_수입","농림수산품_수출","농림수산품.1_수출","농산물_수출","채소및과실_수출","과실_수출","수산물_수출","신선수산물_수출","신선어류_수출","냉동건조수산물_수출","냉동수산물_수출"
"2013",2,102.97,146.28,142.84,91.24,98.35,0,108.12,86.81,103.53,114.47,138.19,124.16,88.41,100,111.21,111.21,104.17,104.17,104.17,115.08,139.67,139.67,111.43,111.43
"2013",3,102.23,143.34,136.93,95.65,98.59,0,115.99,88.64,107.36,110.51,132.69,120.02,94.11,100,112.27,112.27,108.83,108.83,108.83,113.92,140.32,140.32,109.92,109.92
"2013",4,103.89,138.72,133.28,97.29,99.37,0,139.17,89.4,116.78,105.55,128.6,119.69,94.51,100,111.24,111.24,108.83,108.83,108.83,112.27,137.38,137.38,108.5,108.5
"2013",5,103.89,137.13,142.53,102.35,99.47,0,110.51,89.24,117.81,105.55,128.28,122.17,94.04,100,110.42,110.42,108.83,108.83,108.83,110.94,137.98,137.98,106.8,106.8
"2013",6,102.12,132.73,144.77,96.77,97.86,0,109.95,88.92,114.69,105.07,124.62,122.26,92.26,100,111.84,111.84,108.83,108.83,108.83,113.24,143.11,143.11,108.59,108.59
"2013",7,102.87,124.5,140.06,97.33,98.47,0,110.45,92.04,112.13,105.07,122.88,117.86,93.86,100,107.39,107.39,108.83,108.83,108.83,106.07,127.55,127.55,102.92,102.92
"2013",8,101.51,124.41,136.91,95.39,98.83,0,109.83,92.65,115.19,105.07,121.11,122.81,94.95,100,107.33,107.33,108.83,108.83,108.83,105.97,125.6,125.6,103.17,103.17
"2013",9,99.71,123.47,139.35,92.27,99.8,0,108.6,92.85,115.19,105.07,126.1,122.91,97,100,106.36,106.36,108.83,108.83,108.83,104.4,115.06,115.06,103.24,103.24
"2014",1,97.3,121.28,134.53,96.66,104.71,0,87.6,95.02,132.48,98.65,116.45,120.71,99.7,100,106.93,106.93,108.27,108.27,108.27,106.81,112.71,112.71,106.42,106.42
"2014",10,103.86,117.51,114.51,103.31,116.1,0,103.05,107.35,116.27,100.61,115.97,110.16,102.95,100,106.1,106.1,96.66,96.66,96.66,109.06,113.42,113.42,108.86,108.86
"2014",11,103.86,116.14,115.02,102.06,115.45,0,97.45,102.21,110.81,100.14,115.97,108.8,102.27,100,104.06,104.06,95.26,95.26,95.26,106.83,104.92,104.92,107.35,107.35
"2014",12,105.39,116.44,112.83,100.22,113.56,0,101.08,102.21,108.12,100.14,114.49,106.45,101.64,100,103.77,103.77,100.39,100.39,100.39,105,101.09,101.09,105.74,105.74
"2014",2,97.3,124.4,138.56,101.05,104.6,0,105,95.02,134.45,96.31,121.47,124.59,100.56,100,108.56,108.56,109.92,109.92,109.92,108.44,113.21,113.21,108.18,108.18
"2014",3,97.3,129.71,143.07,103.45,108.99,0,109.33,100.59,134.45,97.53,121.93,125.54,100.89,100,105.96,105.96,114.23,114.23,114.23,103.86,117.73,117.73,102.54,102.54
"2014",4,97.3,129.07,146.38,110.17,112.01,0,111.08,107.71,132.02,98.64,120.1,127.98,100.5,100,106.47,106.47,114.23,114.23,114.23,104.51,114.76,114.76,103.61,103.61
"2014",5,99.15,127.22,146.03,110.13,113.74,0,109.36,108.75,125.29,98.64,118.01,126.15,101.03,100,105.73,105.73,114.23,114.23,114.23,103.56,117.39,117.39,102.25,102.25
"2014",6,100.93,123.42,142.26,109.55,114.18,0,100.96,109.26,123.81,99.01,118.54,122.65,102.3,100,112,112,114.23,114.23,114.23,111.65,121.13,121.13,110.85,110.85
"2014",7,100.93,121.47,132.69,107.92,115.92,0,101.87,108.74,119.09,98.62,114.97,118.9,102.21,100,112.67,112.67,114.23,114.23,114.23,112.51,121.77,121.77,111.75,111.75
"2014",8,100.93,115.74,128.12,104.52,118.06,0,108.14,107.99,120.48,99.47,113.24,110.7,102.34,100,112.24,112.24,114.23,114.23,114.23,111.95,117.91,117.91,111.57,111.57
"2014",9,102.71,115.18,116.44,103.31,116.94,0,105.9,109.33,120.48,100.09,113.24,108.43,104.24,100,108.27,108.27,106.66,106.66,106.66,109.01,111.48,111.48,109.02,109.02
"2015",1,101.71,109.15,109.16,102.58,111.42,0,91.74,104.63,106.47,100.26,114,104.01,101.53,100,103.51,103.51,100.39,100.39,100.39,104.64,100.97,100.97,105.34,105.34
"2015",10,100.33,96.51,96.7,95.48,96.23,0,105.68,96.35,96.78,99.74,91.86,95.84,98.75,100,99.01,99.01,96.89,96.89,96.89,99.78,107.58,107.58,98.29,98.29
"2015",11,100.33,95.86,94.43,97.52,95.14,0,109.4,91.37,98.8,99.74,96.93,94.18,97.02,100,97.54,97.54,95.85,95.85,95.85,98.16,101.53,101.53,97.51,97.51
"2015",12,96.16,92.9,93.36,95.23,94.56,0,103.02,93.22,96.82,99.74,96.69,94.22,90.21,100,97.16,97.16,102.05,102.05,102.05,95.39,97.56,97.56,94.97,94.97
"2015",2,100.09,106.95,101.99,104.06,106.77,0,89.09,104.61,105.29,100.26,109.94,103.29,101.83,100,101.58,101.58,100.39,100.39,100.39,102.02,96.36,96.36,103.09,103.09
"2015",3,100.45,104.46,101.1,103.5,105.42,0,96.6,103.65,106.92,100.26,105.66,101.41,102.07,100,99.8,99.8,99.95,99.95,99.95,99.75,96.14,96.14,100.44,100.44
"2015",4,100.45,102.94,102.88,103.57,102.11,0,98.76,104.96,101.78,99.71,103.72,101.31,102.34,100,99.38,99.38,99.56,99.56,99.56,99.32,94.04,94.04,100.32,100.32
"2015",5,99.75,98.47,99.63,101.13,100.66,0,96.21,102.86,102.21,100.11,100.95,101.97,101.92,100,99.75,99.75,99.48,99.48,99.48,99.85,100.17,100.17,99.79,99.79
"2015",6,99.75,101.06,100.6,99.47,97.8,0,94.21,103.4,102.21,100.11,100.04,104.69,102.23,100,99.46,99.46,99.48,99.48,99.48,99.45,97.02,97.02,99.91,99.91
"2015",7,100.33,98.74,103.21,99.85,95.62,0,96.56,100.18,95.82,100.11,96.95,103.83,101.93,100,101.25,101.25,99.48,99.48,99.48,101.9,103.03,103.03,101.68,101.68
"2015",8,100.33,96.08,100.48,99.29,96.98,0,105.59,98.36,94.18,100.11,91.41,98.84,101.04,100,100.19,100.19,103.24,103.24,103.24,99.09,99.01,99.01,99.11,99.11
"2015",9,100.33,96.89,96.46,98.34,97.27,0,113.12,96.42,92.71,99.86,91.86,96.4,99.13,100,101.35,101.35,103.24,103.24,103.24,100.67,106.58,106.58,99.54,99.54
"2016",1,96.16,93.5,92,96.37,92.59,0,102.94,96.64,95.8,99.38,99.04,94.75,89.08,100,99.7,99.7,97.35,97.35,97.35,100.35,103.53,103.53,99.77,99.77
"2016",10,90.31,93.18,100.78,96.73,104.4,0,127.49,100.97,116.67,108.37,129.57,103.17,83.83,110.99,111.45,111.45,93.63,93.63,93.63,117.24,117.68,117.68,117.09,117.09
"2016",11,90.31,92.51,101.71,101.65,102.69,0,116.33,102.09,116.95,108.37,123.3,102.51,82.12,110.36,110.35,110.35,87.84,87.84,87.84,117.71,113.54,113.54,118.32,118.32
"2016",12,89.81,91.3,101.9,99.82,101.31,0,107.73,105.17,116.14,106.57,123.16,102.59,82.15,109.97,112.69,112.69,101.41,101.41,101.41,116.3,105.64,105.64,117.95,117.95
"2016",2,96.23,91.99,91.37,93.17,92.85,0,105.16,96.2,96.33,99.38,99.11,96.46,82.78,100,99.49,99.49,89.87,89.87,89.87,102.56,103.32,103.32,102.37,102.37
"2016",3,93.61,90.16,88.15,96.83,92.41,0,108.25,92.93,96.33,99.38,104.03,96.98,79.49,111.44,104.97,104.97,94.66,94.66,94.66,108.26,106.76,106.76,108.43,108.43
"2016",4,93.61,91.65,92.3,96.34,93.55,0,117.3,95.65,96.33,99.74,101.63,101.52,81.47,111.44,107.13,107.13,95.81,95.81,95.81,110.76,104.08,104.08,111.77,111.77
"2016",5,90.42,94.12,97.07,96.17,96.17,0,118.35,98.85,96.58,99.74,101.63,104.83,82.47,111.44,108.27,108.27,95.32,95.32,95.32,112.44,102.14,102.14,114.04,114.04
"2016",6,90.35,97.06,100.24,95.62,98.41,0,117.18,100.99,96.61,108.37,104.41,105.5,83.1,111.44,109.24,109.24,95.8,95.8,95.8,113.57,110.41,110.41,114.01,114.01
"2016",7,91.15,93.25,101.55,95.77,98.13,0,115.82,100.11,97.61,108.37,105.06,106.35,81.9,111.44,109.71,109.71,95.8,95.8,95.8,114.2,112.09,112.09,114.47,114.47
"2016",8,91.15,93.83,98.74,97.54,100.67,0,130.47,98.82,105.16,108.37,116.64,107.33,81.71,111.44,119.64,119.64,118.09,118.09,118.09,119.98,116.51,116.51,120.47,120.47
"2016",9,90.31,93.68,101.4,98.68,103.49,0,116.82,101.1,109.52,108.37,121.26,105.37,83.16,111.29,109.61,109.61,103.54,103.54,103.54,111.47,116.58,116.58,110.57,110.57
"2017",1,89.81,92.93,102.89,99.45,99.91,0,111.68,105.47,117.92,104.51,135.77,103.48,82.38,110.26,109.98,109.98,92.98,92.98,92.98,115.49,110.97,110.97,115.83,115.83
"2017",10,89.05,93,98.51,96.32,98.66,0,104.53,99.82,111.35,101.46,113.12,96.77,85.73,111.67,123.35,123.35,93.73,93.73,93.73,133.04,116.48,116.48,135.87,135.87
"2017",11,95.76,93.08,97.8,106.88,98.09,0,106.32,99.82,110.48,103.79,109.28,96.95,86.38,111.61,121.14,121.14,88.06,88.06,88.06,132,120.98,120.98,133.64,133.64
"2017",12,96.46,93.47,96.89,108.1,98.4,100,113.3,100.42,98.27,103.79,107.2,96.29,85.98,111.75,120.99,120.99,97.6,97.6,97.6,128.62,117.23,117.23,130.36,130.36
"2017",2,89.81,94.85,101,95.28,98.86,0,112.82,106.02,114.25,104.51,139.02,100.42,83.98,110.39,112.4,112.4,92.39,92.39,92.39,118.9,112.73,112.73,119.58,119.58
"2017",3,90.65,93.86,98.46,95.87,100.18,0,118.32,106.61,109.94,104.51,139.49,96.35,84.8,110.19,113.76,113.76,96.28,96.28,96.28,119.43,107.16,107.16,121.41,121.41
"2017",4,90.65,91.14,95.09,98.8,99.28,0,121.39,105.7,109.42,102.25,134.31,96.25,85.66,110.18,115.31,115.31,93.7,93.7,93.7,122.35,113.68,113.68,123.55,123.55
"2017",5,89.4,90.74,95.24,97.62,100.1,0,103.36,104.48,112.15,100.54,135.79,97.38,84.61,110.2,121.07,121.07,107.4,107.4,107.4,125.46,111.77,111.77,127.72,127.72
"2017",6,89.4,90.79,93.1,98.67,99.59,0,109.71,102.86,111.55,100.54,128.47,95.26,83.22,110.63,123.09,123.09,107.4,107.4,107.4,128.15,113.4,113.4,130.62,130.62
"2017",7,89.4,95.33,97.95,97.75,98.3,0,105.85,100.91,112.07,100.54,130.66,95.73,84.26,110.78,123.06,123.06,107.4,107.4,107.4,128.11,110.25,110.25,131.25,131.25
"2017",8,89.05,93.22,95.87,99.73,96.88,0,106.59,99.05,111.08,100.54,130.66,96.79,84.19,111.28,124.51,124.51,100.26,100.26,100.26,132.42,112.06,112.06,136.07,136.07
"2017",9,89.05,93.5,95.51,97.11,96.56,0,100.56,99.64,111.08,100.54,130.66,97.32,84.75,111.94,126.24,126.24,102.74,102.74,102.74,133.9,115.68,115.68,137.09,137.09
"2018",1,96.46,95.69,96.22,109.99,99.98,101.33,107.06,100.42,102.76,106.28,103.37,99.46,86.34,102.04,118.82,118.82,91.38,91.38,91.38,127.93,117.16,117.16,129.55,129.55
"2018",10,97.22,101.49,87.11,103.44,97.28,108.18,79.28,104.06,102.6,117.33,89.21,92.81,77.89,99.61,117.4,117.4,109.33,109.33,109.33,119.54,113.31,113.31,120.3,120.3
"2018",11,97.22,101.94,85.57,104.94,97.06,105.75,87.48,102.24,96.85,117.33,87.76,91.44,78.22,99.55,116.32,116.32,105.48,105.48,105.48,119.48,119.7,119.7,118.94,118.94
"2018",12,96.5,101.56,84.08,103.24,96.19,100,92.99,101.36,97.36,117.33,87.68,92.48,78.55,99.77,120.64,120.64,123.76,123.76,123.76,118.75,115.96,115.96,118.82,118.82
"2018",2,96.46,98.57,99.15,111.17,100.86,103.64,107.47,101.69,103.03,106.28,102.2,105.16,86.5,102.72,117.52,117.52,94.66,94.66,94.66,124.98,116.23,116.23,126.21,126.21
"2018",3,96.46,103.47,104.57,108.4,99.27,107.19,111.42,101.69,104.43,106.28,99.55,108.41,84.48,102.7,121.27,121.27,97.67,97.67,97.67,128.98,118.52,118.52,130.53,130.53
"2018",4,96.46,103.88,106.42,119.09,98.16,106.92,113.14,102.44,105.93,105.76,97.57,109.91,81.65,102.85,120.42,120.42,97.67,97.67,97.67,127.84,113.65,113.65,130.13,130.13
"2018",5,94.84,104.19,105.45,114.08,98.51,108.5,105.75,104.91,108.46,106.51,96.03,105.56,81.52,102.46,116.94,116.94,97.67,97.67,97.67,123.12,113.68,113.68,124.49,124.49
"2018",6,94.84,103.23,100.07,111.35,97.18,120.14,97.18,108.4,108.46,106.86,95.8,100.83,81.75,101.94,115.87,115.87,97.67,97.67,97.67,121.67,111.12,111.12,123.28,123.28
"2018",7,96.56,103.68,85.24,103.93,95.15,129.69,84.18,107.02,107.11,106.86,90.21,99.87,80.97,100.63,113.59,113.59,97.67,97.67,97.67,118.57,102.68,102.68,121.25,121.25
"2018",8,97.22,102.97,86.15,105.95,94.55,126.84,83.71,107.55,107.39,114.36,87.8,94.98,77.55,99.98,117.86,117.86,110.7,110.7,110.7,119.68,107.5,107.5,121.61,121.61
"2018",9,97.22,101.79,84.87,104.78,96.59,108.84,76.98,102.76,107.23,114.36,86.39,93.34,77.67,99.94,118.91,118.91,109.33,109.33,109.33,121.58,110.28,110.28,123.33,123.33
"2019",1,97,102.03,83.65,99.96,95.69,109.97,92.37,99.27,96.78,116.05,93.81,94.14,79.96,100.2,121.5,121.5,123.19,123.19,123.19,120.1,120.24,120.24,119.5,119.5
"2019",10,97.26,99.98,88.15,98.89,103.95,100.94,85.28,112.95,105.07,119.37,89.21,96.4,86.95,98.76,108.47,108.47,107.18,107.18,107.18,108.21,114.73,114.73,106.2,106.2
"2019",11,96.88,100.16,86.34,102.21,108.24,104.04,85.89,114.05,105.07,119.99,90.61,99.44,87.03,99.11,107.84,107.84,104.81,104.81,104.81,108.17,114.52,114.52,106.21,106.21
"2019",12,96.5,102.01,85.85,99.31,103.81,105.1,88.89,114.05,106.37,119.37,91.7,104.4,86.95,99.13,109.77,109.77,109.48,109.48,109.48,109.14,114.29,114.29,107.45,107.45
"2019",2,97,99.9,81.42,99.9,95.93,113.94,88.53,99.27,106.2,116.05,93.26,93.57,79.72,100.48,118.15,118.15,117.08,117.08,117.08,117.75,118.41,118.41,117.04,117.04
"2019",3,97,97.69,80.53,103.03,100.74,118.68,92.49,100.41,104.69,116.05,91.91,92.24,79.55,100.64,118.06,118.06,113.1,113.1,113.1,119.01,120.93,120.93,118,118
"2019",4,97,97.04,79.87,105.35,102.76,126.21,86.05,100.41,104.69,116.05,92.26,90.55,82.3,100.62,115.66,115.66,113.1,113.1,113.1,115.78,114.92,114.92,115.42,115.42
"2019",5,97,100.62,77.77,113.17,102.2,129.5,82.85,99.79,104.69,116.05,90.37,93.16,82.16,99.86,113.7,113.7,113.1,113.1,113.1,113.16,112.5,112.5,112.76,112.76
"2019",6,98.8,102.97,84.25,108.8,101.37,129.5,87.14,99.79,104.69,117.46,91.99,93.65,81.83,99.66,112.65,112.65,113.1,113.1,113.1,111.76,115.18,115.18,110.44,110.44
"2019",7,98.8,101.21,83.87,103.85,98.84,125.4,86,99.79,102.62,117.85,91.11,93.15,86.14,99.83,112.55,112.55,113.1,113.1,113.1,111.59,115.41,115.41,110.19,110.19
"2019",8,98.8,97.18,83.63,106.71,98.53,114.14,92.61,105.7,104.55,116.29,90.66,93.8,86.7,98.93,111.64,111.64,113.1,113.1,113.1,110.39,114.84,114.84,108.85,108.85
"2019",9,99.1,97.95,85.2,105.22,101.4,99.78,91.36,112.95,104.55,118.42,89.67,94.51,87.32,98.68,111.45,111.45,110.48,110.48,110.48,111.06,114.74,114.74,109.68,109.68
"2020",1,96.85,103.02,85.69,98.28,101.09,111.43,92.13,114.05,107.5,120.22,93.57,99.9,87.03,99.54,110.98,110.98,109.48,109.48,109.48,110.73,114.56,114.56,109.39,109.39
"2020",10,101.68,116.87,102.69,98.55,103.88,79.75,87.4,103.32,99.56,118.01,93.7,111.38,79.18,103.25,110.15,110.15,109.48,109.48,109.48,109.65,124.93,124.93,105.24,105.24
"2020",11,101.68,117.32,106.74,99.58,105.44,81,89.34,96.42,99.56,120.03,96.31,118.02,78.45,103.81,111.93,111.93,109.48,109.48,109.48,112,127.63,127.63,107.49,107.49
"2020",12,101.01,119.33,108.39,104.18,104.66,81,90.51,96.42,102.57,118.82,97.39,124.71,78.91,104.2,111.75,111.75,109.48,109.48,109.48,111.76,127.8,127.8,107.14,107.14
"2020",2,96.85,101.16,83.27,95.35,98.93,109.17,82.69,114.05,109.54,118.16,94.68,97.01,86.19,99.2,110.37,110.37,109.48,109.48,109.48,109.94,111.74,111.74,109.15,109.15
"2020",3,98.27,96.89,82.23,95.92,99.87,95.33,84.15,114.73,109.54,116.36,92.46,94.36,85.48,99.11,110.43,110.43,109.48,109.48,109.48,110.01,111.82,111.82,109.22,109.22
"2020",4,98.27,94.91,80.16,98.52,96.56,94.67,80.97,113.62,105.97,116.19,92.33,91.19,81.3,101.41,106.43,106.43,109.48,109.48,109.48,104.72,112.15,112.15,102.43,102.43
"2020",5,98.27,96.15,80,105.19,97.19,92.7,85.74,114.95,103.18,116.65,97.33,92.21,80.66,101.23,106.02,106.02,109.48,109.48,109.48,104.16,115.07,115.07,100.94,100.94
"2020",6,98.63,96.58,83.26,105.94,94.99,90.7,96.79,111.71,99.12,116.17,94.64,95.58,81.05,101.38,107.08,107.08,109.48,109.48,109.48,105.58,115.24,115.24,102.69,102.69
"2020",7,98.63,99.04,86.12,99.76,93.4,85.04,94.13,111.71,101.09,116.95,92.12,99.24,79.87,101.76,108.63,108.63,109.48,109.48,109.48,107.63,115.86,115.86,105.12,105.12
"2020",8,98.63,100.08,89.42,99.88,94.23,74.28,89.43,110.41,99.03,115.22,91.4,102.25,78.76,102.14,109.76,109.76,109.48,109.48,109.48,109.12,116.27,116.27,106.89,106.89
"2020",9,101.68,108.91,97.3,103.07,100.1,72.71,82.93,110.41,99.56,115.63,92.15,109,79.29,102.74,108.52,108.52,109.48,109.48,109.48,107.48,118.66,118.66,104.17,104.17
"2021",1,101.01,127.4,113.98,108.84,106.73,84.16,90.2,98.32,103.04,118.63,105.59,128.98,79.95,104.53,110.87,110.87,109.48,109.48,109.48,110.58,126.18,126.18,106.09,106.09
"2021",10,113.54,159.88,124.01,108.76,122.66,136.89,84.6,94.91,124.09,118.11,128.58,144.05,93.45,105.84,121.61,121.61,91.01,91.01,91.01,131.18,127.68,127.68,132.32,132.32
"2021",2,104.06,134.23,114.62,103.09,111.17,88.42,88.44,98.32,102.57,116.54,107.87,135.2,80.18,104.64,110.71,110.71,109.5,109.5,109.5,110.36,123.39,123.39,106.63,106.63
"2021",3,104.12,134.74,117.1,104.96,114.13,97.62,85.67,98.32,102.57,114.59,106.73,138.78,80.18,104.33,109.75,109.75,102.8,102.8,102.8,111.36,121.73,121.73,108.4,108.4
"2021",4,109.95,138.7,128.7,106.6,119.95,105.88,86.48,98.32,117.63,117.61,105.71,147.26,80.69,105.27,111.65,111.65,102.8,102.8,102.8,113.89,125.07,125.07,110.71,110.71
"2021",5,111.66,144.45,132.99,110.53,122.04,103.2,89.37,99.71,117.63,117.31,111.18,150.4,80.59,105.78,113.58,113.58,102.8,102.8,102.8,116.47,126.96,126.96,113.48,113.48
"2021",6,111.66,143.33,131.22,107.06,122.04,99.18,86.34,99.71,117.63,117.47,118.74,145.91,80.83,105.87,116.2,116.2,102.8,102.8,102.8,119.97,126.84,126.84,118.05,118.05
"2021",7,111.66,148.35,129.34,107.25,122.27,99.18,88.46,97.14,119.81,115.94,119.56,145.29,83.61,105.54,125.95,125.95,117.68,117.68,117.68,127.91,126.19,126.19,128.51,128.51
"2021",8,111.66,155.37,126.84,108.24,122.79,106.53,87.58,97.14,118.17,115.78,127.79,146.28,92.77,105.55,123.58,123.58,100.8,100.8,100.8,130.49,126,126,131.91,131.91
"2021",9,113.54,158.34,124.01,109.41,122.19,124.58,95.44,97.09,120.65,118.62,128.43,147.12,92.87,105.67,123.53,123.53,99.43,99.43,99.43,130.88,127.74,127.74,131.91,131.91
