"기간","농림수산품","농림수산품","농산물","채소및과실","과실","수산물","신선수산물","신선어류","냉동건조수산물","냉동수산물"
"2005.12",79.59,79.59,77.36,77.36,77.36,83.3,151.44,151.44,75.14,75.14
"2006.01",78.77,78.77,73.65,73.65,73.65,83.6,137.18,137.18,77.18,77.18
"2006.02",78.33,78.33,61.71,61.71,61.71,87.69,164.52,164.52,78.47,78.47
"2006.03",76.37,76.37,66.26,66.26,66.26,83.08,147.92,147.92,75.31,75.31
"2006.04",80.28,80.28,70.35,70.35,70.35,87.05,166.41,166.41,77.54,77.54
"2006.05",83.88,83.88,56.63,56.63,56.63,97.62,173.39,173.39,88.54,88.54
"2006.06",82.05,82.05,48.81,48.81,48.81,98.08,168.98,168.98,89.58,89.58
"2006.07",79.33,79.33,48.81,48.81,48.81,94.2,168.98,168.98,85.23,85.23
"2006.08",90.39,90.39,92.84,92.84,92.84,92.64,163.15,163.15,84.19,84.19
"2006.09",87.2,87.2,87.19,87.19,87.19,90.32,152.53,152.53,82.86,82.86
"2006.10",82.66,82.66,81.3,81.3,81.3,86.15,154.57,154.57,77.95,77.95
"2006.11",82.03,82.03,77.01,77.01,77.01,86.94,160.32,160.32,78.14,78.14
"2006.12",86.05,86.05,85.81,85.81,85.81,89.21,158.34,158.34,80.92,80.92
"2007.01",83.52,83.52,83.22,83.22,83.22,86.62,152.37,152.37,78.74,78.74
"2007.02",83.96,83.96,90.76,90.76,90.76,84.27,139.41,139.41,77.66,77.66
"2007.03",84.17,84.17,90.29,90.29,90.29,84.76,130.43,130.43,79.29,79.29
"2007.04",85.47,85.47,98.9,98.9,98.9,83.22,125.42,125.42,78.16,78.16
"2007.05",87.18,87.18,103.25,103.25,103.25,83.95,125.42,125.42,78.99,78.99
"2007.06",86.51,86.51,107.61,107.61,107.61,81.28,123.53,123.53,76.22,76.22
"2007.07",92.93,92.93,107.61,107.61,107.61,90.45,154.99,154.99,82.72,82.72
"2007.08",94.44,94.44,107.61,107.61,107.61,92.61,154.99,154.99,85.14,85.14
"2007.09",94.46,94.46,107.61,107.61,107.61,92.64,161.14,161.14,84.43,84.43
"2007.10",95.62,95.62,107.61,107.61,107.61,94.3,161.14,161.14,86.29,86.29
"2007.11",96.65,96.65,107.61,107.61,107.61,95.78,161.14,161.14,87.95,87.95
"2007.12",97.6,97.6,107.61,107.61,107.61,97.13,161.14,161.14,89.46,89.46
"2008.01",97.01,97.01,101.59,101.59,101.59,98.66,161.14,161.14,91.17,91.17
"2008.02",96.96,96.96,96.74,96.74,96.74,100.5,176.05,176.05,91.45,91.45
"2008.03",102.89,102.89,106.73,106.73,106.73,105.05,177.82,177.82,96.33,96.33
"2008.04",97.97,97.97,85.38,85.38,85.38,106.42,162.08,162.08,99.76,99.76
"2008.05",100.96,100.96,87.04,87.04,87.04,110.05,162.68,162.68,103.75,103.75
"2008.06",105.74,105.74,85.04,85.04,85.04,117.68,167.24,167.24,111.76,111.76
"2008.07",108.34,108.34,85.04,85.04,85.04,121.39,172.56,172.56,115.27,115.27
"2008.08",106.08,106.08,85.04,85.04,85.04,118.16,181.3,181.3,110.6,110.6
"2008.09",102.12,102.12,87.89,87.89,87.89,111.38,170.46,170.46,104.31,104.31
"2008.10",95.9,95.9,80.47,80.47,80.47,105.41,170.49,170.49,97.62,97.62
"2008.11",83.53,83.53,65.13,65.13,65.13,93.77,166.52,166.52,85.05,85.05
"2008.12",76.57,76.57,57.57,57.57,57.57,86.8,162.02,162.02,77.78,77.78
"2009.01",79.23,79.23,55.46,55.46,55.46,91.43,158.02,158.02,83.45,83.45
"2009.02",78.05,78.05,51.5,51.5,51.5,91.3,137.75,137.75,85.74,85.74
"2009.03",75.83,75.83,53.6,53.6,53.6,87.3,131.6,131.6,82,82
"2009.04",75.99,75.99,53.18,53.18,53.18,87.69,130.31,130.31,82.59,82.59
"2009.05",82.93,82.93,55.45,55.45,55.45,96.73,139.52,139.52,91.62,91.62
"2009.06",94.03,94.03,79.61,79.61,79.61,103.07,149.96,149.96,97.46,97.46
"2009.07",100.62,100.62,92.04,92.04,92.04,107.6,153.36,153.36,102.13,102.13
"2009.08",102.02,102.02,92.04,92.04,92.04,109.6,155.4,155.4,104.12,104.12
"2009.09",95.81,95.81,75.97,75.97,75.97,107.06,159.74,159.74,100.76,100.76
"2009.10",92.25,92.25,66.74,66.74,66.74,105.6,165.09,165.09,98.48,98.48
"2009.11",94.7,94.7,67.42,67.42,67.42,108.85,168.35,168.35,101.72,101.72
"2009.12",94.67,94.67,61.63,61.63,61.63,111.08,163.35,163.35,104.82,104.82
"2010.01",89.87,89.87,69.01,69.01,69.01,102.47,169.99,169.99,94.93,94.93
"2010.02",88.89,88.89,66.92,66.92,66.92,101.76,166.13,166.13,94.56,94.56
"2010.03",97.37,97.37,64.02,64.02,64.02,114.24,162.2,162.2,108.74,108.74
"2010.04",105.88,105.88,71.85,71.85,71.85,123.56,152.61,152.61,120.02,120.02
"2010.05",107.01,107.01,66.43,66.43,66.43,126.73,148.12,148.12,123.99,123.99
"2010.06",108.7,108.7,56.81,56.81,56.81,131.94,156,156,128.9,128.9
"2010.07",110.76,110.76,54.41,54.41,54.41,135.48,158.64,158.64,132.51,132.51
"2010.08",109.21,109.21,50.77,50.77,50.77,134.44,164.97,164.97,130.7,130.7
"2010.09",116.02,116.02,81.34,81.34,81.34,134.61,157.93,157.93,131.64,131.64
"2010.10",114.91,114.91,73.82,73.82,73.82,135.34,159.96,159.96,132.23,132.23
"2010.11",114.56,114.56,78.13,78.13,78.13,133.57,167.17,167.17,129.51,129.51
"2010.12",115.78,115.78,72.96,72.96,72.96,136.79,170.07,170.07,132.76,132.76
"2011.01",115.73,115.73,79.67,79.67,79.67,134.8,172.43,172.43,130.42,130.42
"2011.02",119.19,119.19,82.81,82.81,82.81,138.61,164.49,164.49,135.17,135.17
"2011.03",118.94,118.94,76.61,76.61,76.61,140.05,177.76,177.76,135.62,135.62
"2011.04",120.01,120.01,73.98,73.98,73.98,142.27,163.03,163.03,139.22,139.22
"2011.05",122.26,122.26,66.39,66.39,66.39,147.53,167.25,167.25,144.51,144.51
"2011.06",132.1,132.1,86.31,86.31,86.31,155.19,168.11,168.11,152.67,152.67
"2011.07",125.52,125.52,60.63,60.63,60.63,153.64,170.21,170.21,150.83,150.83
"2011.08",135.1,135.1,92.8,92.8,92.8,157.42,177.35,177.35,154.3,154.3
"2011.09",139.49,139.49,101.41,101.41,101.41,160.91,179.19,179.19,157.89,157.89
"2011.10",136.19,136.19,93.53,93.53,93.53,158.69,189.46,189.46,154.66,154.66
"2011.11",134.69,134.69,86.67,86.67,86.67,158.63,186.07,186.07,154.87,154.87
"2011.12",132.47,132.47,81.27,81.27,81.27,157.15,185.5,185.5,153.33,153.33
"2012.01",130.07,130.07,84.04,84.04,84.04,152.36,188.39,188.39,147.46,147.46
"2012.02",128.12,128.12,84.62,84.62,84.62,149.24,185.24,185.24,144.34,144.34
"2012.03",121.25,121.25,87.26,87.26,87.26,137.96,143.87,143.87,137.28,137.28
"2012.04",118.38,118.38,89.15,89.15,89.15,132.89,144.26,144.26,131.44,131.44
"2012.05",119.12,119.12,89.65,89.65,89.65,133.74,146.04,146.04,132.16,132.16
"2012.06",124.88,124.88,107.56,107.56,107.56,134.01,139.59,139.59,133.38,133.38
"2012.07",128.12,128.12,122.21,122.21,122.21,132.07,140.51,140.51,131.02,131.02
"2012.08",126.71,126.71,122.21,122.21,122.21,129.99,142.03,142.03,128.44,128.44
"2012.09",119.57,119.57,102.72,102.72,102.72,128.43,145.06,145.06,126.23,126.23
"2012.10",117.23,117.23,100.46,100.46,100.46,126.03,140.9,140.9,124.08,124.08
"2012.11",116.17,116.17,102.74,102.74,102.74,123.44,135.8,135.8,121.84,121.84
"2012.12",115.44,115.44,105.4,105.4,105.4,121.14,139.42,139.42,118.7,118.7
"2013.01",115.27,115.27,107.71,107.71,107.71,119.45,135.71,135.71,117.37,117.37
"2013.02",111.21,111.21,104.17,104.17,104.17,115.08,139.67,139.67,111.43,111.43
"2013.03",112.27,112.27,108.83,108.83,108.83,113.92,140.32,140.32,109.92,109.92
"2013.04",111.24,111.24,108.83,108.83,108.83,112.27,137.38,137.38,108.5,108.5
"2013.05",110.42,110.42,108.83,108.83,108.83,110.94,137.98,137.98,106.8,106.8
"2013.06",111.84,111.84,108.83,108.83,108.83,113.24,143.11,143.11,108.59,108.59
"2013.07",107.39,107.39,108.83,108.83,108.83,106.07,127.55,127.55,102.92,102.92
"2013.08",107.33,107.33,108.83,108.83,108.83,105.97,125.6,125.6,103.17,103.17
"2013.09",106.36,106.36,108.83,108.83,108.83,104.4,115.06,115.06,103.24,103.24
"2013.10",111.14,111.14,108.83,108.83,108.83,112.1,117.73,117.73,111.94,111.94
"2013.11",108.86,108.86,105.48,105.48,105.48,110.49,117.74,117.74,110.01,110.01
"2013.12",108.37,108.37,106.21,106.21,106.21,109.26,117.2,117.2,108.64,108.64
"2014.01",106.93,106.93,108.27,108.27,108.27,106.81,112.71,112.71,106.42,106.42
"2014.02",108.56,108.56,109.92,109.92,109.92,108.44,113.21,113.21,108.18,108.18
"2014.03",105.96,105.96,114.23,114.23,114.23,103.86,117.73,117.73,102.54,102.54
"2014.04",106.47,106.47,114.23,114.23,114.23,104.51,114.76,114.76,103.61,103.61
"2014.05",105.73,105.73,114.23,114.23,114.23,103.56,117.39,117.39,102.25,102.25
"2014.06",112,112,114.23,114.23,114.23,111.65,121.13,121.13,110.85,110.85
"2014.07",112.67,112.67,114.23,114.23,114.23,112.51,121.77,121.77,111.75,111.75
"2014.08",112.24,112.24,114.23,114.23,114.23,111.95,117.91,117.91,111.57,111.57
"2014.09",108.27,108.27,106.66,106.66,106.66,109.01,111.48,111.48,109.02,109.02
"2014.10",106.1,106.1,96.66,96.66,96.66,109.06,113.42,113.42,108.86,108.86
"2014.11",104.06,104.06,95.26,95.26,95.26,106.83,104.92,104.92,107.35,107.35
"2014.12",103.77,103.77,100.39,100.39,100.39,105,101.09,101.09,105.74,105.74
"2015.01",103.51,103.51,100.39,100.39,100.39,104.64,100.97,100.97,105.34,105.34
"2015.02",101.58,101.58,100.39,100.39,100.39,102.02,96.36,96.36,103.09,103.09
"2015.03",99.8,99.8,99.95,99.95,99.95,99.75,96.14,96.14,100.44,100.44
"2015.04",99.38,99.38,99.56,99.56,99.56,99.32,94.04,94.04,100.32,100.32
"2015.05",99.75,99.75,99.48,99.48,99.48,99.85,100.17,100.17,99.79,99.79
"2015.06",99.46,99.46,99.48,99.48,99.48,99.45,97.02,97.02,99.91,99.91
"2015.07",101.25,101.25,99.48,99.48,99.48,101.9,103.03,103.03,101.68,101.68
"2015.08",100.19,100.19,103.24,103.24,103.24,99.09,99.01,99.01,99.11,99.11
"2015.09",101.35,101.35,103.24,103.24,103.24,100.67,106.58,106.58,99.54,99.54
"2015.10",99.01,99.01,96.89,96.89,96.89,99.78,107.58,107.58,98.29,98.29
"2015.11",97.54,97.54,95.85,95.85,95.85,98.16,101.53,101.53,97.51,97.51
"2015.12",97.16,97.16,102.05,102.05,102.05,95.39,97.56,97.56,94.97,94.97
"2016.01",99.7,99.7,97.35,97.35,97.35,100.35,103.53,103.53,99.77,99.77
"2016.02",99.49,99.49,89.87,89.87,89.87,102.56,103.32,103.32,102.37,102.37
"2016.03",104.97,104.97,94.66,94.66,94.66,108.26,106.76,106.76,108.43,108.43
"2016.04",107.13,107.13,95.81,95.81,95.81,110.76,104.08,104.08,111.77,111.77
"2016.05",108.27,108.27,95.32,95.32,95.32,112.44,102.14,102.14,114.04,114.04
"2016.06",109.24,109.24,95.8,95.8,95.8,113.57,110.41,110.41,114.01,114.01
"2016.07",109.71,109.71,95.8,95.8,95.8,114.2,112.09,112.09,114.47,114.47
"2016.08",119.64,119.64,118.09,118.09,118.09,119.98,116.51,116.51,120.47,120.47
"2016.09",109.61,109.61,103.54,103.54,103.54,111.47,116.58,116.58,110.57,110.57
"2016.10",111.45,111.45,93.63,93.63,93.63,117.24,117.68,117.68,117.09,117.09
"2016.11",110.35,110.35,87.84,87.84,87.84,117.71,113.54,113.54,118.32,118.32
"2016.12",112.69,112.69,101.41,101.41,101.41,116.3,105.64,105.64,117.95,117.95
"2017.01",109.98,109.98,92.98,92.98,92.98,115.49,110.97,110.97,115.83,115.83
"2017.02",112.4,112.4,92.39,92.39,92.39,118.9,112.73,112.73,119.58,119.58
"2017.03",113.76,113.76,96.28,96.28,96.28,119.43,107.16,107.16,121.41,121.41
"2017.04",115.31,115.31,93.7,93.7,93.7,122.35,113.68,113.68,123.55,123.55
"2017.05",121.07,121.07,107.4,107.4,107.4,125.46,111.77,111.77,127.72,127.72
"2017.06",123.09,123.09,107.4,107.4,107.4,128.15,113.4,113.4,130.62,130.62
"2017.07",123.06,123.06,107.4,107.4,107.4,128.11,110.25,110.25,131.25,131.25
"2017.08",124.51,124.51,100.26,100.26,100.26,132.42,112.06,112.06,136.07,136.07
"2017.09",126.24,126.24,102.74,102.74,102.74,133.9,115.68,115.68,137.09,137.09
"2017.10",123.35,123.35,93.73,93.73,93.73,133.04,116.48,116.48,135.87,135.87
"2017.11",121.14,121.14,88.06,88.06,88.06,132,120.98,120.98,133.64,133.64
"2017.12",120.99,120.99,97.6,97.6,97.6,128.62,117.23,117.23,130.36,130.36
"2018.01",118.82,118.82,91.38,91.38,91.38,127.93,117.16,117.16,129.55,129.55
"2018.02",117.52,117.52,94.66,94.66,94.66,124.98,116.23,116.23,126.21,126.21
"2018.03",121.27,121.27,97.67,97.67,97.67,128.98,118.52,118.52,130.53,130.53
"2018.04",120.42,120.42,97.67,97.67,97.67,127.84,113.65,113.65,130.13,130.13
"2018.05",116.94,116.94,97.67,97.67,97.67,123.12,113.68,113.68,124.49,124.49
"2018.06",115.87,115.87,97.67,97.67,97.67,121.67,111.12,111.12,123.28,123.28
"2018.07",113.59,113.59,97.67,97.67,97.67,118.57,102.68,102.68,121.25,121.25
"2018.08",117.86,117.86,110.7,110.7,110.7,119.68,107.5,107.5,121.61,121.61
"2018.09",118.91,118.91,109.33,109.33,109.33,121.58,110.28,110.28,123.33,123.33
"2018.10",117.4,117.4,109.33,109.33,109.33,119.54,113.31,113.31,120.3,120.3
"2018.11",116.32,116.32,105.48,105.48,105.48,119.48,119.7,119.7,118.94,118.94
"2018.12",120.64,120.64,123.76,123.76,123.76,118.75,115.96,115.96,118.82,118.82
"2019.01",121.5,121.5,123.19,123.19,123.19,120.1,120.24,120.24,119.5,119.5
"2019.02",118.15,118.15,117.08,117.08,117.08,117.75,118.41,118.41,117.04,117.04
"2019.03",118.06,118.06,113.1,113.1,113.1,119.01,120.93,120.93,118,118
"2019.04",115.66,115.66,113.1,113.1,113.1,115.78,114.92,114.92,115.42,115.42
"2019.05",113.7,113.7,113.1,113.1,113.1,113.16,112.5,112.5,112.76,112.76
"2019.06",112.65,112.65,113.1,113.1,113.1,111.76,115.18,115.18,110.44,110.44
"2019.07",112.55,112.55,113.1,113.1,113.1,111.59,115.41,115.41,110.19,110.19
"2019.08",111.64,111.64,113.1,113.1,113.1,110.39,114.84,114.84,108.85,108.85
"2019.09",111.45,111.45,110.48,110.48,110.48,111.06,114.74,114.74,109.68,109.68
"2019.10",108.47,108.47,107.18,107.18,107.18,108.21,114.73,114.73,106.2,106.2
"2019.11",107.84,107.84,104.81,104.81,104.81,108.17,114.52,114.52,106.21,106.21
"2019.12",109.77,109.77,109.48,109.48,109.48,109.14,114.29,114.29,107.45,107.45
"2020.01",110.98,110.98,109.48,109.48,109.48,110.73,114.56,114.56,109.39,109.39
"2020.02",110.37,110.37,109.48,109.48,109.48,109.94,111.74,111.74,109.15,109.15
"2020.03",110.43,110.43,109.48,109.48,109.48,110.01,111.82,111.82,109.22,109.22
"2020.04",106.43,106.43,109.48,109.48,109.48,104.72,112.15,112.15,102.43,102.43
"2020.05",106.02,106.02,109.48,109.48,109.48,104.16,115.07,115.07,100.94,100.94
"2020.06",107.08,107.08,109.48,109.48,109.48,105.58,115.24,115.24,102.69,102.69
"2020.07",108.63,108.63,109.48,109.48,109.48,107.63,115.86,115.86,105.12,105.12
"2020.08",109.76,109.76,109.48,109.48,109.48,109.12,116.27,116.27,106.89,106.89
"2020.09",108.52,108.52,109.48,109.48,109.48,107.48,118.66,118.66,104.17,104.17
"2020.10",110.15,110.15,109.48,109.48,109.48,109.65,124.93,124.93,105.24,105.24
"2020.11",111.93,111.93,109.48,109.48,109.48,112,127.63,127.63,107.49,107.49
"2020.12",111.75,111.75,109.48,109.48,109.48,111.76,127.8,127.8,107.14,107.14
"2021.01",110.87,110.87,109.48,109.48,109.48,110.58,126.18,126.18,106.09,106.09
"2021.02",110.71,110.71,109.5,109.5,109.5,110.36,123.39,123.39,106.63,106.63
"2021.03",109.75,109.75,102.8,102.8,102.8,111.36,121.73,121.73,108.4,108.4
"2021.04",111.65,111.65,102.8,102.8,102.8,113.89,125.07,125.07,110.71,110.71
"2021.05",113.58,113.58,102.8,102.8,102.8,116.47,126.96,126.96,113.48,113.48
"2021.06",116.2,116.2,102.8,102.8,102.8,119.97,126.84,126.84,118.05,118.05
"2021.07",125.95,125.95,117.68,117.68,117.68,127.91,126.19,126.19,128.51,128.51
"2021.08",123.58,123.58,100.8,100.8,100.8,130.49,126,126,131.91,131.91
"2021.09",123.53,123.53,99.43,99.43,99.43,130.88,127.74,127.74,131.91,131.91
"2021.10",121.61,121.61,91.01,91.01,91.01,131.18,127.68,127.68,132.32,132.32
