"년","월","곡류_수입","맥류및잡곡_수입","콩류_수입","과실_수입","도축육_수입","가금육_수입","신선어류_수입","냉동수산물_수입","낙농품_수입","수산물가공품_수입","원당_수입","유지_수입","과실및채소가공품_수입","인삼및건강보조식품_수입","농림수산품_수출","농림수산품.1_수출","농산물_수출","채소및과실_수출","과실_수출","수산물_수출","신선수산물_수출","신선어류_수출","냉동건조수산물_수출","냉동수산물_수출","국민총소득.gni.","BillionsOfUSD","AnnualPerGrowth","USDPerCapita","국내공급물가지수.SupplyPriceIndex.","국내총생산.GDP.","GDP기준지출지수","GDP디플레이터","rice","쌀","경상수지","M2","WTI","Dubai","Brent","금","총쌀생산량","경작면적당_생산량.kg.ha."
2000,1,38.16,46.19,49.78,68.28,56.75,0,0,68.99,0,47.03,44.76,49.04,58.99,0,86.79,86.79,89.12,89.12,89.12,89.85,161.75,161.75,81.04,81.04,647274.2,518.60635045791,9.6028,11030,75.31,1.9,12.7,1.3,40050,87.043,-218.1,676961.3,27.64,23.97,26.92,283.5,7196582,6711
2000,2,38.16,46.15,50.23,71.73,55.89,0,0,70.01,0,45.74,43.01,47.91,58.99,0,83.04,83.04,89.12,89.12,89.12,85.47,154.66,154.66,76.96,76.96,647274.2,518.60635045791,9.6028,11030,75.23,1.9,12.7,1.3,40340,86.694,-324.1,678380.4,30.43,25.29,29.04,292.2,7196582,6711
2000,3,38.16,45.9,50.89,73.52,57.01,0,0,70.96,0,45.74,42.95,48.15,58.99,0,77.49,77.49,89.12,89.12,89.12,79,153.66,153.66,69.41,69.41,647274.2,518.60635045791,9.6028,11030,75.14,1.9,12.7,1.3,40340,86.605,275.3,684704.8,26.9,23.72,24.12,279.08,7196582,6711
2000,4,38.16,46.02,50.89,65.09,58.91,0,0,68.44,0,45.92,43.95,48.91,58.99,0,77.34,77.34,89.12,89.12,89.12,78.83,153.71,153.71,69.2,69.2,647274.2,518.60635045791,9.6028,11030,74.31,1.3,9.1,2.4,40397,86.255,-1156,688879.2,25.74,22.79,23.43,273.55,7196582,6711
2000,5,38.16,46.55,52.12,65.39,58.44,0,0,72.59,0,45.3,43.95,50.48,58.99,0,75.79,75.79,89.12,89.12,89.12,77.02,147.86,147.86,67.98,67.98,647274.2,518.60635045791,9.6028,11030,74.56,1.3,9.1,2.4,40742,87.043,1535.5,686834.9,29.01,25.51,29.03,272.1,7196582,6711
2000,6,38.16,46.25,50,56.98,59.22,0,0,73.53,0,45.3,47.9,49.28,58.99,0,68.95,68.95,89.12,89.12,89.12,69.04,144.51,144.51,59,59,647274.2,518.60635045791,9.6028,11030,75.06,1.3,9.1,2.4,41084,87.306,2274.4,686973.3,32.5,27.52,31.32,289.52,7196582,6711
2000,7,38.16,43.68,47.11,62.21,58.48,0,0,75.75,0,44.04,60.25,47.79,58.99,0,67.52,67.52,89.12,89.12,89.12,67.37,144.25,144.25,57.06,57.06,647274.2,518.60635045791,9.6028,11030,74.81,2.8,9.1,-0.3,41200,87.744,571.5,688587.9,27.43,24.17,25.43,277.25,7196582,6711
2000,8,38.16,42.96,46.56,55.99,59.83,0,0,75.75,0,43.42,60.72,47.3,58.23,0,67.43,67.43,89.12,89.12,89.12,67.27,143.89,143.89,57,57,647274.2,518.60635045791,9.6028,11030,74.81,2.8,9.1,-0.3,41262,88.095,1168.4,694454.4,33.12,28.87,34.88,277.85,7196582,6711
2000,9,38.16,43.43,48.11,61.91,61.88,0,0,75.75,0,42.42,58.35,45.81,58.23,0,70.41,70.41,89.91,89.91,89.91,70.64,165.28,165.28,57.57,57.57,647274.2,518.60635045791,9.6028,11030,75.64,2.8,9.1,-0.3,41161,88.095,2133.9,702132.1,30.84,28.29,28.62,274.25,7196582,6711
2000,10,38.16,45.11,48.33,64.98,62.16,0,0,70.61,0,42.17,59.52,46.47,58.23,0,71.67,71.67,97.46,97.46,97.46,71.15,162.02,162.02,58.7,58.7,647274.2,518.60635045791,9.6028,11030,75.72,-0.3,5.9,0.8,40613,88.357,1210.9,696854,32.7,29.99,30.65,265.15,7196582,6711
2000,11,38.16,47.08,49.89,54.79,62.44,0,0,70.61,0,42.17,59.52,44.7,51.24,0,70.32,70.32,87.3,87.3,87.3,70.87,155.73,155.73,59.38,59.38,647274.2,518.60635045791,9.6028,11030,75.97,-0.3,5.9,0.8,40395,88.882,934.6,703911.6,33.82,28.01,31.73,270.45,7196582,6711
2000,12,38.16,47.22,49.89,55.68,62.19,0,0,67.07,0,41.42,64.26,47.88,53.18,0,69.84,69.84,85.21,85.21,85.21,70.57,155.81,155.81,59.02,59.02,647274.2,518.60635045791,9.6028,11030,75.97,-0.3,5.9,0.8,40305,88.795,1774.5,708047.5,26.8,20.07,22.54,272.25,7196582,6711
2001,1,38.16,46.15,48.34,53.54,61.27,0,0,67.84,0,41.25,63.23,46.41,52.03,0,68,68,85.21,85.21,85.21,68.43,149.83,149.83,57.42,57.42,702236.4,566.26164479371,4.8497,11950,76.88,1.2,5.1,3.3,40300,88.62,-672.9,711867.7,28.66,23.36,26.68,265.85,7406517,6838
2001,2,38.16,46.39,46.56,61.46,61.6,0,0,67.84,0,41.25,62.65,44.61,51.16,0,71.62,71.62,85.21,85.21,85.21,72.65,139.76,139.76,64.08,64.08,702236.4,566.26164479371,4.8497,11950,76.47,1.2,5.1,3.3,40383,88.882,-532.6,716583.9,27.4,22.97,24.73,267.15,7406517,6838
2001,3,38.16,45.67,44.79,72.25,64.12,0,0,68.34,0,40.32,60.06,46.11,51.16,0,73.04,73.04,85.21,85.21,85.21,74.31,129.41,129.41,67.73,67.73,702236.4,566.26164479371,4.8497,11950,76.8,1.2,5.1,3.3,40546,88.795,1509.4,717847.3,26.3,22.66,23.63,257.95,7406517,6838
2001,4,38.16,45.08,44.14,80.78,66.18,0,0,68.34,0,39.14,59.76,43.16,51.16,0,72.54,72.54,85.21,85.21,85.21,73.73,131.15,131.15,66.75,66.75,702236.4,566.26164479371,4.8497,11950,77.13,1.3,4.9,4.7,40671,88.269,-847.2,718780.3,28.46,24.67,23.63,264.05,7406517,6838
2001,5,38.16,44.22,47.41,68.1,63.6,0,0,68.34,0,39.29,59.18,42.84,51.16,0,74.82,74.82,85.21,85.21,85.21,76.38,151.21,151.21,66.68,66.68,702236.4,566.26164479371,4.8497,11950,76.8,1.3,4.9,4.7,40700,88.882,1158.8,723359.5,28.37,27.42,29.21,265.85,7406517,6838
2001,6,38.16,43.35,47.05,65.16,61.78,0,0,68.34,0,38.5,58.47,44.96,51.16,0,73.21,73.21,85.21,85.21,85.21,74.51,150.95,150.95,64.49,64.49,702236.4,566.26164479371,4.8497,11950,76.3,1.3,4.9,4.7,40700,88.531,1363.8,730467.6,26.26,24.48,26.45,270.85,7406517,6838
2001,7,38.16,46.86,48.69,63.15,58.05,0,0,68.34,0,37.18,58.35,52.8,51.16,0,72.04,72.04,85.21,85.21,85.21,73.14,144.83,144.83,63.85,63.85,702236.4,566.26164479371,4.8497,11950,75.72,1.4,3.5,4.6,40700,88.357,-42,742913,26.35,23.2,24.25,266.65,7406517,6838
2001,8,38.16,46.87,49.5,60.01,60,0,0,68.34,0,37.39,58.35,52.14,51.16,0,71.95,71.95,85.21,85.21,85.21,73.03,144.08,144.08,63.84,63.84,702236.4,566.26164479371,4.8497,11950,75.14,1.4,3.5,4.6,40700,88.357,-266.4,750878,27.2,24.24,26.71,274.4,7406517,6838
2001,9,37.02,46.17,48.36,64.24,59.48,0,0,68.6,0,38.73,57.15,47.22,51.16,0,73.97,73.97,78.18,78.18,78.18,76.29,153.27,153.27,66.24,66.24,702236.4,566.26164479371,4.8497,11950,74.73,1.4,3.5,4.6,40044,88.62,324.6,761433.1,23.43,21.51,21.96,293.25,7406517,6838
2001,10,40.13,46.49,46.1,62.95,58.6,0,0,67.43,0,39.79,56.54,45.51,51.16,0,73.74,73.74,78.18,78.18,78.18,76.02,158.81,158.81,65.03,65.03,702236.4,566.26164479371,4.8497,11950,73.73,1.8,5.9,1.5,39383,87.919,223.7,764156.1,21.18,18.74,19.79,279.65,7406517,6838
2001,11,40.13,46.18,44.78,61.93,59.23,0,0,72.43,0,38.24,55.14,50.68,50.45,0,72.6,72.6,78.18,78.18,78.18,74.7,157.48,157.48,63.66,63.66,702236.4,566.26164479371,4.8497,11950,72.41,1.8,5.9,1.5,38677,87.043,-123.2,766706.8,19.44,17.88,19.29,274.4,7406517,6838
2001,12,40.13,45.65,44.43,63.74,56.14,0,0,76.82,0,38.8,53.11,50.05,59.67,0,69.93,69.93,65.15,65.15,65.15,73.25,148.83,148.83,63.33,63.33,702236.4,566.26164479371,4.8497,11950,71.83,1.8,5.9,1.5,38696,86.781,69.2,767051.1,19.84,18.28,19.3,278.95,7406517,6838
2002,1,40.13,46.67,43.86,65.98,56.66,0,0,79.06,0,38.8,52.23,50.95,65.36,0,68.2,68.2,65.15,65.15,65.15,71.23,142.86,142.86,61.88,61.88,781828.8,612.24815369102,8.0693,12850,72.16,2.5,7.2,2.9,38760,86.955,-713.8,772614.7,19.48,18.18,19.41,282.55,6687225,6350
2002,2,40.13,46.23,45.26,74.1,58.02,0,0,76.13,0,40.15,50.46,50.04,65.58,0,66.14,66.14,65.15,65.15,65.15,68.82,141.51,141.51,59.23,59.23,781828.8,612.24815369102,8.0693,12850,72.57,2.5,7.2,2.9,38871,86.868,279.2,779654.9,21.74,20.11,21.07,296.55,6687225,6350
2002,3,40.13,45.06,46.35,78.29,57.78,0,0,77.08,0,40.15,49.63,49.96,65.58,0,64.31,64.31,65.15,65.15,65.15,66.69,130.87,130.87,58.41,58.41,781828.8,612.24815369102,8.0693,12850,73.73,2.5,7.2,2.9,38996,86.518,734.6,797428.3,26.31,24.36,25.6,302.65,6687225,6350
2002,4,40.13,44.59,46.35,84.57,58.51,0,0,78.31,0,40.9,48.93,51.53,65.58,0,65.61,65.61,65.15,65.15,65.15,68.2,131.56,131.56,60.09,60.09,781828.8,612.24815369102,8.0693,12850,74.56,1.8,7.6,2.8,39000,86.168,-830.7,806857.1,27.29,25.21,27.01,308.45,6687225,6350
2002,5,40.13,45.24,49.27,81.25,58.03,0,0,78.28,0,43.19,48.04,53.88,65.58,0,65.09,65.09,65.15,65.15,65.15,67.6,131.13,131.13,59.45,59.45,781828.8,612.24815369102,8.0693,12850,74.23,1.8,7.6,2.8,39000,85.554,623.7,812805.7,25.31,23.73,23.89,326.55,6687225,6350
2002,6,40.13,47.57,49.03,71.76,59.04,0,0,78.28,0,43.35,47.41,56.55,65.58,0,65.83,65.83,66.3,66.3,66.3,68.32,131.54,131.54,60.24,60.24,781828.8,612.24815369102,8.0693,12850,73.07,1.8,7.6,2.8,39452,85.029,551.2,822108.1,26.86,24.56,25.44,314.45,6687225,6350
2002,7,40.13,50.38,51.01,62.74,58.4,0,0,71.34,0,45.03,46.67,57.51,65.58,0,69.74,69.74,68.24,68.24,68.24,72.63,132.7,132.7,65.19,65.19,781828.8,612.24815369102,8.0693,12850,72.49,2,8.2,1.4,39600,84.767,-62.3,827976.7,27.02,24.78,25.85,303.55,6687225,6350
2002,8,39.4,54.02,55.84,53.75,59.41,0,0,71.7,0,47.28,45.7,58.68,65.58,0,70.45,70.45,67.82,67.82,67.82,73.51,140.49,140.49,64.98,64.98,781828.8,612.24815369102,8.0693,12850,72.82,2,8.2,1.4,39646,85.205,-813.1,831521.4,28.98,26.36,27.38,312.75,6687225,6350
2002,9,39.59,57.27,57.1,61.65,59.95,0,0,71,0,49.27,46.38,57.09,66.3,0,70.5,70.5,69.41,69.41,69.41,73.37,144.35,144.35,64.2,64.2,781828.8,612.24815369102,8.0693,12850,73.4,2,8.2,1.4,41113,85.379,1630.5,842512,30.45,27.18,28.87,323.55,6687225,6350
2002,10,39.81,56.39,56.08,57.56,59.81,0,0,69.79,0,49.39,46.69,59.46,66.3,0,68.98,68.98,75.14,75.14,75.14,70.86,146.37,146.37,60.87,60.87,781828.8,612.24815369102,8.0693,12850,73.82,1.1,7.8,4.9,40981,85.905,876.4,853092.8,27.22,24.34,25.68,317.75,6687225,6350
2002,11,39.81,54.99,55.71,53.95,61.45,0,0,66.2,0,49.39,48.7,60.34,67.02,0,70.02,70.02,76.03,76.03,76.03,71.95,140.26,140.26,63.17,63.17,781828.8,612.24815369102,8.0693,12850,73.07,1.1,7.8,4.9,40200,85.642,705.2,868756.6,26.89,24.07,25.2,318.15,6687225,6350
2002,12,39.81,55.12,58.44,52.39,62.25,0,0,68.38,0,49.39,48.7,62.42,66.09,0,70.35,70.35,75.9,75.9,75.9,72.36,141.76,141.76,63.41,63.41,781828.8,612.24815369102,8.0693,12850,73.57,1.1,7.8,4.9,40200,85.905,1085.2,875405.5,31.2,26.24,29.99,348.05,6687225,6350
2003,1,39.81,53.88,57.34,65.44,65.02,0,0,66.63,0,49.39,49.15,61.53,66.09,0,66.84,66.84,77.11,77.11,77.11,68.11,135.57,135.57,59.34,59.34,834443.2,660.34108154523,3.1735,13790,74.06,-0.7,4.2,3.2,40200,85.818,-2192.9,880250.7,33.51,29.29,31.45,368.15,6151202,6054
2003,2,39.81,52.65,58.04,67.08,65.87,0,0,66.63,0,48.89,48.91,60.36,66.09,0,65.53,65.53,76.78,76.78,76.78,66.63,132.3,132.3,58.1,58.1,834443.2,660.34108154523,3.1735,13790,75.23,-0.7,4.2,3.2,40200,85.905,-740.2,883643,36.6,30.28,33.91,349.95,6151202,6054
2003,3,39.81,52.13,58.27,77.09,68.12,0,0,66.63,0,49.08,48.91,61.21,66.09,0,64.21,64.21,77.09,77.09,77.09,65.05,133.35,133.35,56.06,56.06,834443.2,660.34108154523,3.1735,13790,76.3,-0.7,4.2,3.2,40200,85.905,-143.6,892494.8,31.04,24.63,27.98,337.45,6151202,6054
2003,4,39.81,51.55,59.21,81.51,66.88,0,0,65.78,0,49.08,49.85,60.12,66.09,0,63.84,63.84,76.6,76.6,76.6,64.68,131.07,131.07,55.98,55.98,834443.2,660.34108154523,3.1735,13790,74.89,-0.2,2.3,3.1,40200,85.73,-1008.2,890351.6,25.8,22.78,23.59,338.55,6151202,6054
2003,5,39.81,52.05,60.62,73.3,66.07,0,0,63.4,0,49.08,49.85,61.85,66.09,0,64.57,64.57,77.65,77.65,77.65,65.4,131.07,131.07,56.84,56.84,834443.2,660.34108154523,3.1735,13790,73.98,-0.2,2.3,3.1,40242,85.818,-51.3,886410.8,29.56,25.24,26.8,364.45,6151202,6054
2003,6,39.81,51.39,60.03,76.57,66.32,0,0,61.28,0,47.59,47.42,62.38,66.09,0,68.94,68.94,77.23,77.23,77.23,70.54,136.53,136.53,62.09,62.09,834443.2,660.34108154523,3.1735,13790,73.73,-0.2,2.3,3.1,40475,85.905,1097.1,886769.4,30.19,26.1,28.16,346.4,6151202,6054
2003,7,39.81,51.22,58.48,72.35,65.73,0,0,59.54,0,47.59,49.31,61.47,66.09,0,69.66,69.66,77.14,77.14,77.14,71.4,140.03,140.03,62.54,62.54,834443.2,660.34108154523,3.1735,13790,73.73,1.9,2.1,4,40800,85.467,622.2,886242.9,30.54,26.88,28.59,354.35,6151202,6054
2003,8,39.81,52.44,57.13,70.42,66.12,0,0,56.3,0,47.59,48.52,63.48,66.09,0,70.4,70.4,77.1,77.1,77.1,72.27,136.64,136.64,64.13,64.13,834443.2,660.34108154523,3.1735,13790,74.15,1.9,2.1,4,40800,85.905,971.6,886880.8,31.57,27.58,30.05,375.55,6151202,6054
2003,9,41.45,52.52,63.88,75.33,66.37,0,0,58.32,0,42.94,47.68,66.55,66.09,0,78.41,78.41,114.18,114.18,114.18,76.87,145.09,145.09,68.25,68.25,834443.2,660.34108154523,3.1735,13790,74.06,1.9,2.1,4,40798,85.992,3273.5,891154.2,29.2,25.5,28.34,385.35,6151202,6054
2003,10,55.26,57.39,73.51,70.13,69.88,0,0,59.69,0,43.97,45.73,78.3,66.09,0,80.53,80.53,116.84,116.84,116.84,79,145.25,145.25,70.77,70.77,834443.2,660.34108154523,3.1735,13790,74.89,2.6,4,3.4,41231,85.205,3555.7,885171.7,29.11,26.35,27.94,384.25,6151202,6054
2003,11,55.26,61.6,74.24,59.24,69.53,0,0,66.26,0,40.59,47.06,75.79,66.09,0,82.56,82.56,116.98,116.98,116.98,81.35,151.04,151.04,72.64,72.64,834443.2,660.34108154523,3.1735,13790,75.72,2.6,4,3.4,40864,85.379,2949.4,896674.7,30.41,27.51,28.76,398.15,6151202,6054
2003,12,55.26,62.29,81.04,65.88,70.62,0,0,67.71,0,40.59,47.06,77.94,66.09,0,86.56,86.56,145.23,145.23,145.23,82.42,154.95,154.95,73.27,73.27,834443.2,660.34108154523,3.1735,13790,76.55,2.6,4,3.4,41000,85.467,2975,901818.6,32.52,27.9,30.48,415.45,6151202,6054
2004,1,55.26,62.71,85.73,76.62,71.18,0,0,69.18,0,39.97,46.14,75.76,66.09,0,89.88,89.88,146.31,146.31,146.31,86.15,156.18,156.18,77.53,77.53,906864.7,778.81053381141,5.3922,16200,77.71,1.3,5.8,2.6,41209,86.255,2123.4,901048.5,33.05,27.76,29.51,402.45,6736925,6729
2004,2,55.26,65.57,89.19,75.28,70,0,0,65.93,0,39.03,46.93,83.81,66.09,0,87.46,87.46,146.18,146.18,146.18,83.34,153.09,153.09,74.67,74.67,906864.7,778.81053381141,5.3922,16200,78.72,1.3,5.8,2.6,41742,86.868,1206.6,906803.8,36.16,29.16,33.01,396.15,6736925,6729
2004,3,55.26,66.51,92.73,77.26,69.9,0,0,70.6,0,39.03,47.74,91.25,65.63,0,83.37,83.37,144.52,144.52,144.52,78.78,142.24,142.24,70.99,70.99,906864.7,778.81053381141,5.3922,16200,79.8,1.3,5.8,2.6,41800,86.955,1897.7,916675.5,35.76,30.79,32.36,426.45,6736925,6729
2004,4,53.01,67.73,102.09,85.64,70.01,0,0,71.17,0,37.53,50.07,89.49,65.31,0,86.55,86.55,145.58,145.58,145.58,82.35,142.04,142.04,75.27,75.27,906864.7,778.81053381141,5.3922,16200,80.13,0.8,6.7,2.7,41800,86.694,543.8,918329.7,37.38,32.75,35.12,386.75,6736925,6729
2004,5,51.63,64.72,99.63,80.83,70.89,0,0,70.74,0,37.41,51.55,81.92,65.3,0,86.81,86.81,141.89,141.89,141.89,83.13,140.91,140.91,76.39,76.39,906864.7,778.81053381141,5.3922,16200,81.21,0.8,6.7,2.7,41667,86.955,4340.6,921252,39.88,34.93,36.98,395.55,6736925,6729
2004,6,54.96,61.57,94.94,80.83,71.24,0,0,71.07,0,38.03,51.84,76.91,65.49,0,86.02,86.02,144,144,144,81.94,139.71,139.71,75.16,75.16,906864.7,778.81053381141,5.3922,16200,80.79,0.8,6.7,2.7,41731,87.131,1887.3,927101.8,37.05,31.32,33.51,394.25,6736925,6729
2004,7,54.96,59.43,94.23,66.61,72.5,0,0,71.73,0,38.65,51.91,75.89,65.64,0,87.7,87.7,144.12,144.12,144.12,83.89,143.71,143.71,76.84,76.84,906864.7,778.81053381141,5.3922,16200,81.37,0.4,5.2,4.1,42027,87.219,2132.6,931581.5,43.8,35.93,41.6,391.05,6736925,6729
2004,8,58.68,58.81,85.33,70.38,73.6,0,0,71.97,0,39.73,52.1,73.85,65.55,0,95.67,95.67,143.34,143.34,143.34,93.29,145.06,145.06,87.82,87.82,906864.7,778.81053381141,5.3922,16200,82.62,0.4,5.2,4.1,42357,87.219,1642.2,936302.7,42.12,36.15,39.33,409.85,6736925,6729
2004,9,58.68,60.11,82.63,71.44,74.84,0,0,74.71,0,39.73,52.46,73.47,65.56,0,91.92,91.92,80.23,80.23,80.23,96.96,155.13,155.13,90.58,90.58,906864.7,778.81053381141,5.3922,16200,82.7,0.4,5.2,4.1,42253,87.219,4145.7,946264.9,49.64,37.66,47.08,418.25,6736925,6729
2004,10,53.38,59.45,78.37,76.05,75.76,0,0,74.71,0,40.05,52.76,72.48,65.56,0,95.01,95.01,85.62,85.62,85.62,99.88,155.89,155.89,93.94,93.94,906864.7,778.81053381141,5.3922,16200,83.36,0.8,3.3,3.1,40543,86.781,2178.8,946832.6,51.76,36.17,48.78,428.55,6736925,6729
2004,11,52.99,60.52,68.4,78.2,77.23,0,0,71.02,0,40.05,55.25,73.08,60.54,0,91.48,91.48,87.84,87.84,87.84,95.49,157.79,157.79,88.4,88.4,906864.7,778.81053381141,5.3922,16200,82.2,0.8,3.3,3.1,38952,86.868,4144.7,948780.2,49.13,36.12,44.03,450.95,6736925,6729
2004,12,54.29,60.83,69.34,68.85,77.53,0,0,68.98,0,40.05,56.47,62.65,61.04,0,81.19,81.19,88.34,88.34,88.34,83.42,157.05,157.05,74.13,74.13,906864.7,778.81053381141,5.3922,16200,80.46,0.8,3.3,3.1,38000,86.868,3046.5,954714,43.45,33.11,40.24,438.45,6736925,6729
2005,1,54.29,60.37,61.81,71.3,80.59,0,112.73,67.75,87.71,46.82,56.45,60.56,57.24,0,81.74,81.74,70.62,70.62,70.62,89.05,173.73,173.73,78.89,78.89,950685.4,892.24041628654,3.7457,18520,82.29,0.9,3,1.9,38000,86.651,1398,958086.2,48.2,37.51,45.87,422.6,6434972,6568
2005,2,54.29,59.76,61.81,82.09,80.23,0,111.77,69.25,87.71,47.08,56.45,61.01,56.97,0,79.1,79.1,66.21,66.21,66.21,87,168,168,77.29,77.29,950685.4,892.24041628654,3.7457,18520,82.37,0.9,3,1.9,38000,86.906,752.4,965151.9,51.75,42.45,50.14,435.65,6434972,6568
2005,3,54.29,60.96,64.94,87.43,80.02,0,111.66,74.81,87.71,46.99,61.17,63.33,57.02,0,82.07,82.07,77.23,77.23,77.23,86.91,157.06,157.06,78.5,78.5,950685.4,892.24041628654,3.7457,18520,82.78,0.9,3,1.9,38000,86.566,1315.6,977425,55.4,45.91,53.05,428.35,6434972,6568
2005,4,54.29,60.02,68.85,88.83,77.6,0,115.83,75.79,87.71,46.92,61.17,63.02,54.17,0,85.48,85.48,85.49,85.49,85.49,88.52,156.88,156.88,80.33,80.33,950685.4,892.24041628654,3.7457,18520,83.28,1.9,3.9,0.6,38000,85.633,-1734.7,982103.7,49.72,46.11,49.33,434.39,6434972,6568
2005,5,54.29,59.77,68.96,82.03,77.52,0,115.97,74.41,87.71,47.83,63.39,63.05,53.84,0,86.12,86.12,84.16,84.16,84.16,89.96,160.05,160.05,81.56,81.56,950685.4,892.24041628654,3.7457,18520,82.29,1.9,3.9,0.6,38000,86.057,546.1,985474.4,51.97,46.26,49.83,417.25,6434972,6568
